locale,date,month,year,dateid,x,y,weight,count,price,adj_price,adj_revenue,lat,lon,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Jul 2005,7,2005,Jul 2005_0,-332333.91,-873915.5,569.88947,1595,111.18251,142.37349,1010619.8,32.48941,-99.707268,6.3950329,6.2899895,-.04959064,.00022486197,-.1050435,.055452861
"Abilene, TX",Aug 2005,8,2005,Aug 2005_0,-332333.91,-873915.5,551.22192,1129,111.43462,142.6963,693490.56,32.48941,-99.707268,6.3959584,6.290915,-.083820827,.00021521888,-.1050435,.021222675
"Abilene, TX",Sep 2005,9,2005,Sep 2005_0,-332333.91,-873915.5,542.51886,1592,114.79439,146.99863,991467.69,32.48941,-99.707268,6.3959584,6.290915,-.099735744,.00021521888,-.1050435,.0053077573
"Abilene, TX",Oct 2005,10,2005,Oct 2005_0,-332333.91,-873915.5,550.77515,2761,111.74731,143.09674,1699330.5,32.48941,-99.707268,6.3959584,6.290915,-.084631927,.00021521888,-.1050435,.020411575
"Abilene, TX",Nov 2005,11,2005,Nov 2005_0,-332333.91,-873915.5,537.99689,1702,111.50159,142.78207,1020987.5,32.48941,-99.707268,6.3959584,6.290915,-.10810567,.00021521888,-.1050435,-.0030621651
"Abilene, TX",Dec 2005,12,2005,Dec 2005_0,-332333.91,-873915.5,529.26801,1246,112.06111,143.49857,739007.06,32.48941,-99.707268,6.3959584,6.290915,-.12446357,.00021521888,-.1050435,-.019420063
"Abilene, TX",Jan 2006,1,2006,Jan 2006_0,-332333.91,-873915.5,525.30023,2084,112.9905,140.16716,1236936,32.48941,-99.707268,6.3959584,6.290915,-.13198853,.00021521888,-.1050435,-.02694503
"Abilene, TX",Feb 2006,2,2006,Feb 2006_0,-332333.91,-873915.5,519.97015,1605,116.19429,144.14154,969701.88,32.48941,-99.707268,6.3959584,6.290915,-.14218712,.00021521888,-.1050435,-.037143625
"Abilene, TX",Mar 2006,3,2006,Mar 2006_0,-332333.91,-873915.5,496.52335,1315,114.09342,141.53537,744948.13,32.48941,-99.707268,6.3966951,6.2916517,-.18906465,.00052851322,-.1050435,-.084021159
"Abilene, TX",Apr 2006,4,2006,Apr 2006_0,-332333.91,-873915.5,516.29669,1614,113.93291,141.33624,949406.25,32.48941,-99.707268,6.3951836,6.2901402,-.14850175,.00039174792,-.1050435,-.043458246
"Abilene, TX",May 2006,5,2006,May 2006_0,-332333.91,-873915.5,555.26666,1342,108.38614,134.45535,807658.69,32.48941,-99.707268,6.3944364,6.2893929,-.074987791,.00077372656,-.1050435,.030055709
"Abilene, TX",Jun 2006,6,2006,Jun 2006_0,-332333.91,-873915.5,556.10187,1852,109.40054,135.71373,1126716.9,32.48941,-99.707268,6.3888183,6.2837749,-.067867033,.0012535295,-.1050435,.037176467
"Abilene, TX",Jul 2006,7,2006,Jul 2006_0,-332333.91,-873915.5,523.9353,2290,111.74075,138.61682,1340678.8,32.48941,-99.707268,6.3913083,6.2862649,-.12994026,.00067635637,-.1050435,-.024896761
"Abilene, TX",Aug 2006,8,2006,Aug 2006_0,-332333.91,-873915.5,505.15759,1825,110.96252,137.6514,1022977.4,32.48941,-99.707268,6.3935156,6.2884717,-.16864516,.00061556773,-.1050435,-.063601658
"Abilene, TX",Sep 2006,9,2006,Sep 2006_0,-332333.91,-873915.5,518.28345,1777,115.20052,142.90874,1060984.9,32.48941,-99.707268,6.3935156,6.2884717,-.14299323,.00061556773,-.1050435,-.037949722
"Abilene, TX",Oct 2006,10,2006,Oct 2006_0,-332333.91,-873915.5,500.54895,1923,110.55515,137.14606,1064154.8,32.48941,-99.707268,6.3935156,6.2884717,-.17780997,.00061556773,-.1050435,-.072766468
"Abilene, TX",Nov 2006,11,2006,Nov 2006_0,-332333.91,-873915.5,538.79877,1994,100.70789,124.93032,1081970,32.48941,-99.707268,6.3935156,6.2884717,-.10417344,.00061556773,-.1050435,.00087006605
"Abilene, TX",Dec 2006,12,2006,Dec 2006_0,-332333.91,-873915.5,530.24146,1399,96.98156,120.30772,719416.75,32.48941,-99.707268,6.3935156,6.2884717,-.12018277,.00061556773,-.1050435,-.015139265
"Abilene, TX",Jan 2007,1,2007,Jan 2007_0,-332333.91,-873915.5,536.59851,647,100.61496,121.38307,349314.25,32.48941,-99.707268,6.3935156,6.2884717,-.10826518,.00061556773,-.1050435,-.0032216737
"Abilene, TX",Feb 2007,2,2007,Feb 2007_0,-332333.91,-873915.5,510.04169,1323,100.4832,121.22413,678045.75,32.48941,-99.707268,6.3935156,6.2884717,-.15902306,.00061556773,-.1050435,-.053979557
"Abilene, TX",Mar 2007,3,2007,Mar 2007_0,-332333.91,-873915.5,515.00293,1461,110.05553,132.77229,828079.06,32.48941,-99.707268,6.3961544,6.291111,-.15198199,.00083374209,-.1050435,-.04693849
"Abilene, TX",Apr 2007,4,2007,Apr 2007_0,-332333.91,-873915.5,540.97876,1201,113.14716,136.50208,735134.63,32.48941,-99.707268,6.3959227,6.2908792,-.10254294,.00070680981,-.1050435,.0025005529
"Abilene, TX",May 2007,5,2007,May 2007_0,-332333.91,-873915.5,573.54736,1073,111.72385,134.78497,687566.88,32.48941,-99.707268,6.3956099,6.2905664,-.043769516,.00053572271,-.1050435,.061273985
"Abilene, TX",Jun 2007,6,2007,Jun 2007_0,-332333.91,-873915.5,569.41925,1207,107.38345,129.54866,738034.63,32.48941,-99.707268,6.392467,6.2874231,-.047849931,.0013065189,-.1050435,.05719357
"Abilene, TX",Jul 2007,7,2007,Jul 2007_0,-332333.91,-873915.5,573.95251,949,112.97979,136.30014,615379.38,32.48941,-99.707268,6.3943844,6.289341,-.041837733,.00079665059,-.1050435,.063205764
"Abilene, TX",Aug 2007,8,2007,Aug 2007_0,-332333.91,-873915.5,578.64294,1267,113.35422,136.75186,831045.81,32.48941,-99.707268,6.3962107,6.2911673,-.035524823,.00046127924,-.1050435,.069518678
"Abilene, TX",Sep 2007,9,2007,Sep 2007_0,-332333.91,-873915.5,550.69049,1459,111.29984,134.27344,894246.81,32.48941,-99.707268,6.3962107,6.2911673,-.085037686,.00046127924,-.1050435,.020005813
"Abilene, TX",Oct 2007,10,2007,Oct 2007_0,-332333.91,-873915.5,542.20868,1221,104.61236,126.20558,692572.31,32.48941,-99.707268,6.3962107,6.2911673,-.10055969,.00046127924,-.1050435,.0044838102
"Abilene, TX",Nov 2007,11,2007,Nov 2007_0,-332333.91,-873915.5,520.11316,940,98.979462,119.41,483916.91,32.48941,-99.707268,6.3962107,6.2911673,-.14216422,.00046127924,-.1050435,-.037120707
"Abilene, TX",Dec 2007,12,2007,Dec 2007_0,-332333.91,-873915.5,524.21667,757,101.14555,122.02319,401377.97,32.48941,-99.707268,6.3962107,6.2911673,-.13430546,.00046127924,-.1050435,-.029261956
"Abilene, TX",Jan 2008,1,2008,Jan 2008_0,-332333.91,-873915.5,527.98633,794,95.717445,111.18237,401267.78,32.48941,-99.707268,6.3962107,6.2911673,-.12714051,.00046127924,-.1050435,-.022097001
"Abilene, TX",Feb 2008,2,2008,Feb 2008_0,-332333.91,-873915.5,531.68945,1085,101.33171,117.70371,584565.5,32.48941,-99.707268,6.3962107,6.2911673,-.12015102,.00046127924,-.1050435,-.015107521
"Abilene, TX",Mar 2008,3,2008,Mar 2008_0,-332333.91,-873915.5,506.57315,1478,104.5385,121.42862,782695.56,32.48941,-99.707268,6.3937688,6.2887254,-.16610004,.00089929346,-.1050435,-.061056536
"Abilene, TX",Apr 2008,4,2008,Apr 2008_0,-332333.91,-873915.5,510.23843,756,101.13007,117.4695,390099.38,32.48941,-99.707268,6.393908,6.2888646,-.15903018,.00082351634,-.1050435,-.053986687
"Abilene, TX",May 2008,5,2008,May 2008_0,-332333.91,-873915.5,547.22076,1473,99.433769,115.49913,801492,32.48941,-99.707268,6.3947768,6.2897334,-.08992435,.00035809958,-.1050435,.01511915
"Abilene, TX",Jun 2008,6,2008,Jun 2008_0,-332333.91,-873915.5,547.02484,1100,98.867012,114.84081,594909.81,32.48941,-99.707268,6.3922863,6.2872429,-.08779189,.0005282549,-.1050435,.017251613
"Abilene, TX",Jul 2008,7,2008,Jul 2008_0,-332333.91,-873915.5,552.8399,957,99.326408,115.37441,525504.06,32.48941,-99.707268,6.3921247,6.2870808,-.077055715,.00057138701,-.1050435,.027987788
"Abilene, TX",Aug 2008,8,2008,Aug 2008_0,-332333.91,-873915.5,550.57251,991,100.46474,116.69667,548153.06,32.48941,-99.707268,6.3936234,6.2885799,-.082664445,.00025076431,-.1050435,.022379057
"Abilene, TX",Sep 2008,9,2008,Sep 2008_0,-332333.91,-873915.5,522.06116,954,103.37512,120.07728,514856,32.48941,-99.707268,6.3936234,6.2885799,-.13583846,.00025076431,-.1050435,-.030794961
"Abilene, TX",Oct 2008,10,2008,Oct 2008_0,-332333.91,-873915.5,539.49542,868,93.346535,108.42839,437125.06,32.48941,-99.707268,6.3936234,6.2885799,-.10298915,.00025076431,-.1050435,.0020543514
"Abilene, TX",Nov 2008,11,2008,Nov 2008_0,-332333.91,-873915.5,541.21649,1757,88.963509,103.3372,845969.44,32.48941,-99.707268,6.3936234,6.2885799,-.09980388,.00025076431,-.1050435,.0052396236
"Abilene, TX",Dec 2008,12,2008,Dec 2008_0,-332333.91,-873915.5,552.38501,629,79.782784,92.673157,277205.41,32.48941,-99.707268,6.3936234,6.2885799,-.079378083,.00025076431,-.1050435,.025665419
"Abilene, TX",Jan 2009,1,2009,Jan 2009_0,-332333.91,-873915.5,542.28235,1054,87.150589,101.59282,498122.81,32.48941,-99.707268,6.3936234,6.2885799,-.09783645,.00025076431,-.1050435,.0072070537
"Abilene, TX",Feb 2009,2,2009,Feb 2009_0,-332333.91,-873915.5,529.83795,984,87.437622,101.92742,455865.28,32.48941,-99.707268,6.3936234,6.2885799,-.12105222,.00025076431,-.1050435,-.016008718
"Abilene, TX",Mar 2009,3,2009,Mar 2009_0,-332333.91,-873915.5,543.78284,705,88.030266,102.61827,337478.91,32.48941,-99.707268,6.3935113,6.2884679,-.094961226,.00029614803,-.1050435,.010082276
"Abilene, TX",Apr 2009,4,2009,Apr 2009_0,-332333.91,-873915.5,544.98334,1135,93.008942,108.422,575312.5,32.48941,-99.707268,6.3950858,6.2900424,-.094330966,.00065645872,-.1050435,.010712537
"Abilene, TX",May 2009,5,2009,May 2009_0,-332333.91,-873915.5,508.07327,1051,99.196312,115.6347,529693.44,32.48941,-99.707268,6.3945165,6.2894731,-.1638907,.00036697948,-.1050435,-.058847208
"Abilene, TX",Jun 2009,6,2009,Jun 2009_0,-332333.91,-873915.5,542.02814,863,97.656586,113.83983,456808.5,32.48941,-99.707268,6.4040108,6.2989674,-.1086928,.0025025464,-.1050435,-.0036492988
"Abilene, TX",Jul 2009,7,2009,Jul 2009_0,-332333.91,-873915.5,539.35986,1026,96.507805,112.50067,534057.94,32.48941,-99.707268,6.4007649,6.2957215,-.1103822,.001545872,-.1050435,-.0053386963
"Abilene, TX",Aug 2009,8,2009,Aug 2009_0,-332333.91,-873915.5,547.15601,1444,97.040894,113.1221,766713.56,32.48941,-99.707268,6.3988924,6.293849,-.094158791,.00099779724,-.1050435,.010884712
"Abilene, TX",Sep 2009,9,2009,Sep 2009_0,-332333.91,-873915.5,545.42682,763,92.754234,108.12508,386006.63,32.48941,-99.707268,6.3988924,6.293849,-.097324036,.00099779724,-.1050435,.0077194669
"Abilene, TX",Oct 2009,10,2009,Oct 2009_0,-332333.91,-873915.5,539.24426,1652,90.25798,105.21516,804046.56,32.48941,-99.707268,6.3988924,6.293849,-.10872378,.00099779724,-.1050435,-.0036802788
"Abilene, TX",Nov 2009,11,2009,Nov 2009_0,-332333.91,-873915.5,529.34247,599,87.5578,102.06751,277624.88,32.48941,-99.707268,6.3988924,6.293849,-.127257,.00099779724,-.1050435,-.022213509
"Abilene, TX",Dec 2009,12,2009,Dec 2009_0,-332333.91,-873915.5,548.86298,1001,87.790718,102.33903,482332.63,32.48941,-99.707268,6.3988924,6.293849,-.091043614,.00099779724,-.1050435,.01399989
"Abilene, TX",Jan 2010,1,2010,Jan 2010_0,-332333.91,-873915.5,549.57281,1294,91.584137,105.03816,651298.06,32.48941,-99.707268,6.3988924,6.293849,-.089751385,.00099779724,-.1050435,.015292118
"Abilene, TX",Feb 2010,2,2010,Feb 2010_0,-332333.91,-873915.5,537.89929,386,93.877708,107.66866,194917.47,32.48941,-99.707268,6.3988924,6.293849,-.11122098,.00099779724,-.1050435,-.0061774752
"Abilene, TX",Mar 2010,3,2010,Mar 2010_0,-332333.91,-873915.5,570.67731,1208,102.05006,117.04156,703510.81,32.48941,-99.707268,6.4000554,6.295012,-.053231653,.00099802017,-.1050435,.051811848
"Abilene, TX",Apr 2010,4,2010,Apr 2010_0,-332333.91,-873915.5,589.19983,1056,106.0969,121.68289,660129.63,32.48941,-99.707268,6.4003572,6.2953138,-.02159168,.0010625885,-.1050435,.083451822
"Abilene, TX",May 2010,5,2010,May 2010_0,-332333.91,-873915.5,594.22156,1586,107.09653,122.82938,1009315.7,32.48941,-99.707268,6.3997631,6.2947197,-.012510924,.00095889537,-.1050435,.092532575
"Abilene, TX",Jun 2010,6,2010,Jun 2010_0,-332333.91,-873915.5,577.69568,1236,105.86294,121.41457,755895.13,32.48941,-99.707268,6.3993649,6.2943215,-.040317435,.00087034662,-.1050435,.06472607
"Abilene, TX",Jul 2010,7,2010,Jul 2010_0,-332333.91,-873915.5,569.73645,1457,108.76109,124.73847,902832.44,32.48941,-99.707268,6.3983259,6.2932825,-.053151995,.0006826474,-.1050435,.051891506
"Abilene, TX",Aug 2010,8,2010,Aug 2010_0,-332333.91,-873915.5,554.3927,1536,110.17597,126.3612,938200.38,32.48941,-99.707268,6.3982024,6.293159,-.08032915,.00066633028,-.1050435,.024714347
"Abilene, TX",Sep 2010,9,2010,Sep 2010_0,-332333.91,-873915.5,542.89471,1241,106.26463,121.87527,715939.19,32.48941,-99.707268,6.3982024,6.293159,-.1012871,.00066633028,-.1050435,.0037564004
"Abilene, TX",Oct 2010,10,2010,Oct 2010_0,-332333.91,-873915.5,530.2149,974,101.71507,116.65736,525286.5,32.48941,-99.707268,6.3982024,6.293159,-.1249201,.00066633028,-.1050435,-.019876603
"Abilene, TX",Nov 2010,11,2010,Nov 2010_0,-332333.91,-873915.5,538.48206,1027,100.91232,115.73668,558066.38,32.48941,-99.707268,6.3982024,6.293159,-.10944816,.00066633028,-.1050435,-.0044046678
"Abilene, TX",Dec 2010,12,2010,Dec 2010_0,-332333.91,-873915.5,531.18353,1089,105.15415,120.60165,608273.5,32.48941,-99.707268,6.3982024,6.293159,-.12309524,.00066633028,-.1050435,-.018051747
"Abilene, TX",Jan 2011,1,2011,Jan 2011_0,-332333.91,-873915.5,534.46521,1790,116.64838,129.6907,1115966.6,32.48941,-99.707268,6.3982024,6.293159,-.11693594,.00066633028,-.1050435,-.011892442
"Abilene, TX",Feb 2011,2,2011,Feb 2011_0,-332333.91,-873915.5,530.10095,934,121.35079,134.91888,600825.13,32.48941,-99.707268,6.3982024,6.293159,-.12513515,.00066633028,-.1050435,-.020091657
"Abilene, TX",Mar 2011,3,2011,Mar 2011_0,-332333.91,-873915.5,517.59943,1499,129.9736,144.5058,1008441.2,32.48941,-99.707268,6.3960581,6.2910147,-.14685626,.00095858937,-.1050435,-.041812759
"Abilene, TX",Apr 2011,4,2011,Apr 2011_0,-332333.91,-873915.5,517.46411,1862,131.25418,145.92955,1264657.9,32.48941,-99.707268,6.3970265,6.2919831,-.14808668,.00060165464,-.1050435,-.043043174
"Abilene, TX",May 2011,5,2011,May 2011_0,-332333.91,-873915.5,516.9696,1445,125.34568,139.36044,936358.69,32.48941,-99.707268,6.3977628,6.2927194,-.14977884,.0005621314,-.1050435,-.044735342
"Abilene, TX",Jun 2011,6,2011,Jun 2011_0,-332333.91,-873915.5,512.7691,2415,121.04353,134.57726,1498927.3,32.48941,-99.707268,6.3926244,6.287581,-.15279864,.001186404,-.1050435,-.047755137
"Abilene, TX",Jul 2011,7,2011,Jul 2011_0,-332333.91,-873915.5,464.70905,1367,128.47711,142.84198,816160.13,32.48941,-99.707268,6.395617,6.2905736,-.25420567,.00045704489,-.1050435,-.14916217
"Abilene, TX",Aug 2011,8,2011,Aug 2011_0,-332333.91,-873915.5,436.74823,866,124.6481,138.58487,471449,32.48941,-99.707268,6.3951459,6.2901025,-.31578916,.000541716,-.1050435,-.21074568
"Abilene, TX",Sep 2011,9,2011,Sep 2011_0,-332333.91,-873915.5,442.10138,302,120.333,133.78729,160662.16,32.48941,-99.707268,6.3951459,6.2901025,-.30360645,.000541716,-.1050435,-.19856296
"Altoona, WI",Oct 2007,10,2007,Oct 2007_1,340169.59,575454.94,559.67615,553,87.278229,105.29349,270126.91,44.80154,-91.425789,6.3963237,6.3595552,-.06896539,.0005146453,-.036768232,-.032197163
"Altoona, WI",Nov 2007,11,2007,Nov 2007_1,340169.59,575454.94,526.08539,576,86.81971,104.74033,263085.59,44.80154,-91.425789,6.3963237,6.3595552,-.13086028,.0005146453,-.036768232,-.094092056
"Altoona, WI",Dec 2007,12,2007,Dec 2007_1,340169.59,575454.94,558.36279,580,83.589157,100.84294,270703.81,44.80154,-91.425789,6.3963237,6.3595552,-.071314767,.0005146453,-.036768232,-.034546539
"Altoona, WI",Jan 2008,1,2008,Jan 2008_1,340169.59,575454.94,564.3512,128,65.249748,75.792046,47134.434,44.80154,-91.425789,6.3963237,6.3595552,-.06064697,.0005146453,-.036768232,-.023878736
"Altoona, WI",Feb 2008,2,2008,Feb 2008_1,340169.59,575454.94,685.13171,129,68.096466,79.098709,60185.016,44.80154,-91.425789,6.3963237,6.3595552,.13328747,.0005146453,-.036768232,.1700557
"Altoona, WI",Mar 2008,3,2008,Mar 2008_1,340169.59,575454.94,607.52209,222,76.582413,88.955711,103286.63,44.80154,-91.425789,6.3937087,6.3569403,.015679982,.0009400631,-.036768232,.052448213
"Altoona, WI",Apr 2008,4,2008,Apr 2008_1,340169.59,575454.94,564.12939,302,71.424477,82.964417,121683.79,44.80154,-91.425789,6.3939114,6.3571429,-.058627523,.00082990387,-.036768232,-.021859292
"Altoona, WI",May 2008,5,2008,May 2008_1,340169.59,575454.94,579.49384,369,80.304436,93.279091,171717.55,44.80154,-91.425789,6.3947549,6.3579869,-.032600015,.00037769109,-.036768232,.0041682166
