locale,date,dateid,x,y,weight,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Mar 2004,Mar 2004_0,11566,67,511.68979,100.18449,98.691414,-.14351863,1.3996173,-1.4930799,1.3495612
"Abilene, TX",Apr 2004,Apr 2004_0,11567,67,529.84161,100.42967,98.936592,-.70810229,.57384741,-1.4930799,.78497756
"Abilene, TX",May 2004,May 2004_0,11568,67,547.76349,104.71399,103.22091,-4.178947,.53918129,-1.4930799,-2.6858668
"Abilene, TX",Jun 2004,Jun 2004_0,11569,67,535.21948,110.55957,109.06649,-4.2863393,.5929516,-1.4930799,-2.7932596
"Abilene, TX",Jul 2004,Jul 2004_0,11570,67,553.21808,113.79472,112.30164,-1.0120108,.71144325,-1.4930799,.48106897
"Abilene, TX",Aug 2004,Aug 2004_0,11571,67,515.44928,115.88017,114.38708,.20980883,.8659265,-1.4930799,1.7028887
"Abilene, TX",Sep 2004,Sep 2004_0,11572,67,531.21869,113.10429,111.61121,-2.9547343,.73741007,-1.4930799,-1.4616545
"Abilene, TX",Oct 2004,Oct 2004_0,11573,67,552.11908,110.39535,108.90227,-4.6781125,.45003754,-1.4930799,-3.1850326
"Abilene, TX",Nov 2004,Nov 2004_0,11574,67,530.82062,107.96423,106.47115,-1.1261866,.51360667,-1.4930799,.36689326
"Abilene, TX",Dec 2004,Dec 2004_0,11575,67,520.42932,106.17365,104.68057,.69670635,.71219832,-1.4930799,2.1897862
"Abilene, TX",Jan 2005,Jan 2005_0,12120,67,534.44391,107.57549,106.08241,-.18181564,.51574659,-1.4930799,1.3112642
"Abilene, TX",Feb 2005,Feb 2005_0,12121,67,544.8288,111.93055,110.43747,-3.7051606,1.2779249,-1.4930799,-2.2120807
"Abilene, TX",Mar 2005,Mar 2005_0,12122,67,554.97998,115.81625,114.32317,-2.7264919,.85822362,-1.4930799,-1.233412
"Abilene, TX",Apr 2005,Apr 2005_0,12123,67,583.54718,120.66788,119.1748,-7.0688725,.86671484,-1.4930799,-5.5757928
"Abilene, TX",May 2005,May 2005_0,12124,67,561.297,121.35474,119.86166,-6.0279574,1.0481237,-1.4930799,-4.5348778
"Abilene, TX",Jun 2005,Jun 2005_0,12125,67,566.00702,117.85332,116.36024,-4.8849306,.78991097,-1.4930799,-3.3918505
"Abilene, TX",Jul 2005,Jul 2005_0,12126,67,558.9563,112.11821,110.62513,-3.2879779,.68999183,-1.4930799,-1.7948982
"Abilene, TX",Aug 2005,Aug 2005_0,12127,67,569.5813,112.82053,111.32745,-2.7257493,.88634753,-1.4930799,-1.2326695
"Abilene, TX",Sep 2005,Sep 2005_0,12128,67,531.19891,115.65793,114.16485,-2.43803,.69520986,-1.4930799,-.9449501
"Abilene, TX",Oct 2005,Oct 2005_0,12129,67,531.36243,117.80022,116.30714,-8.7554293,.71382809,-1.4930799,-7.2623491
"Abilene, TX",Nov 2005,Nov 2005_0,12130,67,522.5639,116.75523,115.26215,-6.3756003,.54111886,-1.4930799,-4.8825207
"Abilene, TX",Dec 2005,Dec 2005_0,12131,67,511.0553,117.31889,115.82582,-4.3166237,.5328244,-1.4930799,-2.8235438
"Abilene, TX",Jan 2006,Jan 2006_0,12687,67,510.39111,116.58733,115.09425,-2.875983,.54645354,-1.4930799,-1.3829031
"Abilene, TX",Feb 2006,Feb 2006_0,12688,67,512.31073,117.21973,115.72665,-1.1229771,.67396945,-1.4930799,.3701027
"Abilene, TX",Mar 2006,Mar 2006_0,12689,67,493.74149,115.5731,114.08002,1.2861018,1.2521101,-1.4930799,2.7791817
"Abilene, TX",Apr 2006,Apr 2006_0,12690,67,506.64389,112.56403,111.07095,3.057395,1.4948097,-1.4930799,4.5504751
"Abilene, TX",May 2006,May 2006_0,12691,67,536.55902,110.50867,109.01559,-1.9032258,.80714846,-1.4930799,-.41014597
"Abilene, TX",Jun 2006,Jun 2006_0,12692,67,535.78882,111.76595,110.27287,-2.2011821,.74549592,-1.4930799,-.70810229
"Abilene, TX",Jul 2006,Jul 2006_0,12693,67,502.35059,114.15193,112.65885,-.71266937,.80297196,-1.4930799,.78041047
"Abilene, TX",Aug 2006,Aug 2006_0,12694,67,479.88681,116.51686,115.02378,-5.4922347,1.406408,-1.4930799,-3.999155
"Abilene, TX",Sep 2006,Sep 2006_0,12695,67,490.42929,118.02631,116.53323,-2.3827693,.80343419,-1.4930799,-.88968945
"Abilene, TX",Oct 2006,Oct 2006_0,12696,67,483.72699,110.24998,108.7569,2.0111465,.5245828,-1.4930799,3.5042264
"Abilene, TX",Nov 2006,Nov 2006_0,12697,67,518.22229,100.17524,98.682159,.89419055,.52759027,-1.4930799,2.3872705
"Abilene, TX",Dec 2006,Dec 2006_0,12698,67,509.50589,97.97789,96.484818,-.63963675,.50639087,-1.4930799,.85344309
"Abilene, TX",Jan 2007,Jan 2007_0,13275,67,506.0079,96.869522,95.376442,5.249609,.55676085,-1.4930799,6.7426887
"Abilene, TX",Feb 2007,Feb 2007_0,13276,67,484.9982,97.589722,96.096642,3.5637593,.54995418,-1.4930799,5.056839
"Abilene, TX",Mar 2007,Mar 2007_0,13277,67,486.49109,105.29802,103.80494,4.8428483,.66210723,-1.4930799,6.335928
"Abilene, TX",Apr 2007,Apr 2007_0,13278,67,515.34808,109.65849,108.16541,3.478034,.5898332,-1.4930799,4.9711142
"Abilene, TX",May 2007,May 2007_0,13279,67,539.5047,109.68654,108.19346,.32630062,.7730419,-1.4930799,1.8193805
"Abilene, TX",Jun 2007,Jun 2007_0,13280,67,544.88538,105.6003,104.10722,.29737467,.62568027,-1.4930799,1.7904545
"Abilene, TX",Jul 2007,Jul 2007_0,13281,67,527.61011,109.89162,108.39854,1.5891397,.6671629,-1.4930799,3.0822196
"Abilene, TX",Aug 2007,Aug 2007_0,13282,67,536.42938,111.56842,110.07534,.60261011,.69734704,-1.4930799,2.09569
"Abilene, TX",Sep 2007,Sep 2007_0,13283,67,523.66211,110.61544,109.12236,-.68054539,.91655761,-1.4930799,.81253445
"Abilene, TX",Oct 2007,Oct 2007_0,13284,67,510.06061,106.01096,104.51788,-1.7065313,.74087459,-1.4930799,-.2134514
"Abilene, TX",Nov 2007,Nov 2007_0,13285,67,498.18109,101.6432,100.15012,-2.1758237,.55867779,-1.4930799,-.68274391
"Abilene, TX",Dec 2007,Dec 2007_0,13286,67,501.13959,101.08086,99.587776,.46108073,.53530383,-1.4930799,1.9541606
"Abilene, TX",Jan 2008,Jan 2008_0,13842,67,512.22522,95.186859,93.693779,-.22282919,.77897984,-1.4930799,1.2702507
"Abilene, TX",Feb 2008,Feb 2008_0,13843,67,502.52701,101.74873,100.25565,.32796839,1.0804812,-1.4930799,1.8210483
"Abilene, TX",Mar 2008,Mar 2008_0,13844,67,477.9151,101.07745,99.584366,4.5026941,1.8463026,-1.4930799,5.9957743
"Abilene, TX",Apr 2008,Apr 2008_0,13845,67,482.3826,96.797157,95.304077,4.518507,.63877988,-1.4930799,6.0115867
"Abilene, TX",May 2008,May 2008_0,13846,67,521.42371,101.81115,100.31807,-2.4831159,.61909682,-1.4930799,-.99003619
"Abilene, TX",Jun 2008,Jun 2008_0,13847,67,523.84497,100.15534,98.662262,-1.7119716,.84434205,-1.4930799,-.21889184
"Abilene, TX",Jul 2008,Jul 2008_0,13848,67,505.26389,101.31899,99.825912,-2.0372717,.81471092,-1.4930799,-.54419184
"Abilene, TX",Aug 2008,Aug 2008_0,13849,67,502.9397,102.94364,101.45056,-2.7861693,.60570019,-1.4930799,-1.2930894
"Abilene, TX",Sep 2008,Sep 2008_0,13850,67,494.35071,100.84279,99.349709,3.181725,.88018727,-1.4930799,4.6748047
"Abilene, TX",Oct 2008,Oct 2008_0,13851,67,519.48999,91.700302,90.207222,1.5690453,.75276881,-1.4930799,3.0621252
"Abilene, TX",Nov 2008,Nov 2008_0,13852,67,523.49072,88.396751,86.903679,.99592215,.84357136,-1.4930799,2.489002
"Abilene, TX",Dec 2008,Dec 2008_0,13853,67,536.08649,83.118759,81.625679,-2.9936945,.77215809,-1.4930799,-1.5006148
"Abilene, TX",Jan 2009,Jan 2009_0,14446,67,504.66449,88.142166,86.649086,-2.3536563,.67487186,-1.4930799,-.86057633
"Abilene, TX",Feb 2009,Feb 2009_0,14447,67,496.3082,88.782623,87.289543,-1.454638,.66625381,-1.4930799,.038441803
"Abilene, TX",Mar 2009,Mar 2009_0,14448,67,520.40289,90.178917,88.685837,-2.1809821,.65539509,-1.4930799,-.68790221
"Abilene, TX",Apr 2009,Apr 2009_0,14449,67,511.8623,94.665054,93.171974,-.81983358,.71598524,-1.4930799,.67324626
"Abilene, TX",May 2009,May 2009_0,14450,67,476.44229,95.981079,94.488007,3.1895869,.80053788,-1.4930799,4.6826668
"Abilene, TX",Jun 2009,Jun 2009_0,14451,67,497.09781,94.13678,92.6437,3.2005649,2.6381979,-1.4930799,4.6936445
"Abilene, TX",Jul 2009,Jul 2009_0,14452,67,510.0676,93.083038,91.589958,3.0502851,.7645539,-1.4930799,4.543365
"Abilene, TX",Aug 2009,Aug 2009_0,14453,67,502.0426,92.702293,91.209213,4.1906133,.76930261,-1.4930799,5.6836929
"Abilene, TX",Sep 2009,Sep 2009_0,14454,67,513.1156,90.344368,88.851288,1.5656588,.66262329,-1.4930799,3.0587387
"Abilene, TX",Oct 2009,Oct 2009_0,14455,67,510.75751,86.336891,84.843819,3.1981468,.79080349,-1.4930799,4.6912265
"Abilene, TX",Nov 2009,Nov 2009_0,14456,67,510.6272,88.063408,86.570328,-.69420052,.64586687,-1.4930799,.79887933
"Abilene, TX",Dec 2009,Dec 2009_0,14457,67,519.65631,88.469589,86.976509,-1.3477142,.66867858,-1.4930799,.14536572
"Abilene, TX",Jan 2010,Jan 2010_0,14980,67,510.81741,93.504211,92.011131,-1.6794543,.52327806,-1.4930799,-.18637449
"Abilene, TX",Feb 2010,Feb 2010_0,14981,67,511.80209,98.488724,96.995644,-4.3557334,.60533959,-1.4930799,-2.8626535
"Abilene, TX",Mar 2010,Mar 2010_0,14982,67,533.45221,103.71954,102.22646,-1.5304646,.75262749,-1.4930799,-.037384804
"Abilene, TX",Apr 2010,Apr 2010_0,14983,67,547.83539,109.95723,108.46415,-4.5933328,.61000198,-1.4930799,-3.1002531
"Abilene, TX",May 2010,May 2010_0,14984,67,555.23981,109.99211,108.49903,-3.0968807,.67497057,-1.4930799,-1.6038009
"Abilene, TX",Jun 2010,Jun 2010_0,14985,67,542.81598,107.00467,105.51159,-2.0133562,.62541676,-1.4930799,-.52027631
"Abilene, TX",Jul 2010,Jul 2010_0,14986,67,532.59772,109.3639,107.87082,-.92942518,.64333147,-1.4930799,.56365466
"Abilene, TX",Aug 2010,Aug 2010_0,14987,67,513.08917,110.75066,109.25758,-.44937837,.66614664,-1.4930799,1.0437015
"Abilene, TX",Sep 2010,Sep 2010_0,14988,67,516.11591,106.36795,104.87487,-.36491743,.56050599,-1.4930799,1.1281624
"Abilene, TX",Oct 2010,Oct 2010_0,14989,67,504.3519,103.69103,102.19795,-1.5636725,.720649,-1.4930799,-.070592649
"Abilene, TX",Nov 2010,Nov 2010_0,14990,67,522.23523,106.26537,104.77229,-5.7102027,.62309599,-1.4930799,-4.217123
"Abilene, TX",Dec 2010,Dec 2010_0,14991,67,504.5809,114.2445,112.75142,-7.8966403,.657673,-1.4930799,-6.4035602
"Abilene, TX",Jan 2011,Jan 2011_0,15525,67,509.534,121.87766,120.38457,-4.4896607,.51955509,-1.4930799,-2.9965811
"Abilene, TX",Feb 2011,Feb 2011_0,15526,67,500.2092,125.0247,123.53162,-2.8677888,.76846105,-1.4930799,-1.374709
"Abilene, TX",Mar 2011,Mar 2011_0,15527,67,497.26151,131.01595,129.52286,.61273408,.7265324,-1.4930799,2.105814
"Abilene, TX",Apr 2011,Apr 2011_0,15528,67,500.29691,134.2457,132.75261,-1.9980092,.92170566,-1.4930799,-.5049293
"Abilene, TX",May 2011,May 2011_0,15529,67,488.27081,126.33755,124.84447,-.95775944,.69764811,-1.4930799,.5353204
"Abilene, TX",Jun 2011,Jun 2011_0,15530,67,483.44089,123.69576,122.20268,-4.070703,.87187558,-1.4930799,-2.5776231
"Abilene, TX",Jul 2011,Jul 2011_0,15531,67,454.4574,127.62312,126.13004,2.56073,.78617716,-1.4930799,4.0538096
"Abilene, TX",Aug 2011,Aug 2011_0,15532,67,416.2601,124.71706,123.22399,2.0161021,.82205456,-1.4930799,3.5091817
"Abilene, TX",Sep 2011,Sep 2011_0,15533,67,427.82529,122.92038,121.4273,-.70606303,.9545663,-1.4930799,.78701681
"Altoona, WI",Oct 2007,Oct 2007_2,13491,129,527.79993,106.80862,90.146141,-18.160072,.80501229,-16.662485,-1.497588
"Altoona, WI",Nov 2007,Nov 2007_2,13492,129,512.52228,102.25089,85.588402,-13.76148,.55563372,-16.662485,2.9010038
"Altoona, WI",Dec 2007,Dec 2007_2,13493,129,552.5257,101.52433,84.861847,-17.252378,.51215905,-16.662485,-.58989501
"Altoona, WI",Jan 2008,Jan 2008_2,14044,129,586.05127,95.903862,79.241379,-29.233784,.66769218,-16.662485,-12.5713
"Altoona, WI",Feb 2008,Feb 2008_2,14045,129,608.84589,102.47198,85.809502,-32.817051,.95846713,-16.662485,-16.154566
"Altoona, WI",Mar 2008,Mar 2008_2,14046,129,626.271,101.8007,85.138214,-25.341963,1.708738,-16.662485,-8.6794777
"Altoona, WI",Apr 2008,Apr 2008_2,14047,129,563.16602,97.520416,80.857933,-26.254997,.50553024,-16.662485,-9.5925131
"Altoona, WI",Jul 2008,Jul 2008_2,14048,129,617.35651,102.04225,85.379768,-15.464294,.68322647,-16.662485,1.1981895
"Altoona, WI",Aug 2008,Aug 2008_2,14049,129,653.3147,103.6669,87.00441,-14.031818,.52441627,-16.662485,2.6306655
"Altoona, WI",Sep 2008,Sep 2008_2,14050,129,488.54761,101.18214,84.519653,-15.551497,.65872008,-16.662485,1.1109874
"Altoona, WI",Oct 2008,Oct 2008_2,14051,129,524.5553,92.04081,75.378326,-11.598067,.68422616,-16.662485,5.0644174
"Altoona, WI",Nov 2008,Nov 2008_2,14052,129,522.45142,88.805687,72.143204,-9.1912031,.87202036,-16.662485,7.4712811
"Altoona, WI",Dec 2008,Dec 2008_2,14053,129,479.242,84.532944,67.870461,-10.807345,.60146159,-16.662485,5.8551388
"Altoona, WI",Jan 2009,Jan 2009_2,14681,129,533.56158,90.605316,73.942833,-11.266589,.48782057,-16.662485,5.395895
"Altoona, WI",Feb 2009,Feb 2009_2,14682,129,561.20343,91.144585,74.482101,-11.671778,.52228147,-16.662485,4.9907064
"Altoona, WI",Mar 2009,Mar 2009_2,14683,129,599.72968,92.540878,75.878387,-4.1954317,.45101556,-16.662485,12.467052
"Amarillo Livestock Auction, TX",Jan 2002,Jan 2002_3,10356,50,562.42322,85.775757,76.503357,-.84573108,.5036025,-9.272398,8.4266672
"Amarillo Livestock Auction, TX",Feb 2002,Feb 2002_3,10357,50,591.34119,86.701317,77.428917,-3.2082002,.57296103,-9.272398,6.0641975
"Amarillo Livestock Auction, TX",Mar 2002,Mar 2002_3,10358,50,618.08472,84.975975,75.703575,-3.8456559,.51268947,-9.272398,5.4267421
"Amarillo Livestock Auction, TX",Apr 2002,Apr 2002_3,10359,50,582.11182,82.180321,72.907921,-2.0740829,.54829746,-9.272398,7.1983151
"Amarillo Livestock Auction, TX",May 2002,May 2002_3,10360,50,618.43372,80.226715,70.954315,-.98662692,.64824295,-9.272398,8.2857714
"Amarillo Livestock Auction, TX",Jun 2002,Jun 2002_3,10361,50,585.09161,77.619385,68.346985,-.36923084,.72446364,-9.272398,8.9031668
"Amarillo Livestock Auction, TX",Jul 2002,Jul 2002_3,10362,50,550.31891,80.330421,71.058029,-3.5087316,.86603415,-9.272398,5.7636662
"Amarillo Livestock Auction, TX",Aug 2002,Aug 2002_3,10363,50,557.8316,87.143456,77.871056,-8.5054741,4.0220261,-9.272398,.76692367
"Amarillo Livestock Auction, TX",Sep 2002,Sep 2002_3,10364,50,508.20731,81.42746,72.155067,-1.8530768,1.2945023,-9.272398,7.4193211
"Amarillo Livestock Auction, TX",Oct 2002,Oct 2002_3,10365,50,502.04861,79.367905,70.095505,.39166379,.49662647,-9.272398,9.6640615
"Amarillo Livestock Auction, TX",Nov 2002,Nov 2002_3,10366,50,500.59851,81.13588,71.863487,-1.7721431,.67081487,-9.272398,7.5002551
"Amarillo Livestock Auction, TX",Dec 2002,Dec 2002_3,10367,50,517.98529,84.019608,74.747208,-2.881532,.53106278,-9.272398,6.3908658
"Amarillo Livestock Auction, TX",Jan 2003,Jan 2003_3,10967,50,533.60663,83.106171,73.833771,-1.8705679,.51575094,-9.272398,7.4018302
"Amarillo Livestock Auction, TX",Feb 2003,Feb 2003_3,10968,50,559.95081,81.538666,72.266266,-3.2853768,.51647043,-9.272398,5.9870214
"Amarillo Livestock Auction, TX",Mar 2003,Mar 2003_3,10969,50,642.96698,81.365883,72.093491,-5.4217558,.57859159,-9.272398,3.850642
"Amarillo Livestock Auction, TX",Apr 2003,Apr 2003_3,10970,50,612.51312,83.80127,74.52887,-6.1374288,.51016361,-9.272398,3.1349695
"Amarillo Livestock Auction, TX",May 2003,May 2003_3,10971,50,591.19531,85.16333,75.89093,-5.2876792,.53192526,-9.272398,3.9847188
"Amarillo Livestock Auction, TX",Jun 2003,Jun 2003_3,10972,50,530.14252,86.115402,76.843002,1.5647898,.62329018,-9.272398,10.837188
"Amarillo Livestock Auction, TX",Jul 2003,Jul 2003_3,10973,50,574.9809,89.524391,80.251991,-.42580414,1.2667851,-9.272398,8.8465939
"Amarillo Livestock Auction, TX",Aug 2003,Aug 2003_3,10974,50,517.39801,91.593536,82.321136,-.18845029,.64433926,-9.272398,9.0839481
"Amarillo Livestock Auction, TX",Sep 2003,Sep 2003_3,9401,50,515.42999,95.356209,86.083809,-3.6136839,.60688293,-9.272398,5.6587143
"Amarillo Livestock Auction, TX",Oct 2003,Oct 2003_3,9402,50,531.42218,97.855247,88.582848,-5.8416104,.62898785,-9.272398,3.4307878
"Amarillo Livestock Auction, TX",Nov 2003,Nov 2003_3,9403,50,518.80243,97.65918,88.386787,-4.1819711,.52774578,-9.272398,5.0904269
"Amarillo Livestock Auction, TX",Dec 2003,Dec 2003_3,10975,50,521.63239,98.926178,89.653786,-4.7605782,.64104557,-9.272398,4.5118198
"Amarillo Livestock Auction, TX",Jan 2004,Jan 2004_3,9404,50,596.79712,92.419067,83.146667,-5.0882206,.45414412,-9.272398,4.1841774
"Amarillo Livestock Auction, TX",Feb 2004,Feb 2004_3,9405,50,602.49762,92.854179,83.581779,-7.2546167,.62947857,-9.272398,2.017781
"Amarillo Livestock Auction, TX",Mar 2004,Mar 2004_3,9406,50,599.2124,99.80706,90.53466,-4.4343119,1.4131062,-9.272398,4.8380861
"Amarillo Livestock Auction, TX",Apr 2004,Apr 2004_3,9407,50,539.40613,100.05224,90.779839,.76894981,.5491932,-9.272398,10.041348
"Amarillo Livestock Auction, TX",May 2004,May 2004_3,9408,50,606.81531,104.33656,95.064156,-2.8065243,.51521182,-9.272398,6.4658737
"Amarillo Livestock Auction, TX",Jun 2004,Jun 2004_3,9409,50,571.77039,110.18214,100.90974,1.2795112,.57136828,-9.272398,10.551909
"Amarillo Livestock Auction, TX",Jul 2004,Jul 2004_3,9410,50,525.21039,113.41728,104.14488,-3.5008554,.70600975,-9.272398,5.7715425
"Amarillo Livestock Auction, TX",Aug 2004,Aug 2004_3,9411,50,586.60217,115.50273,106.23033,-5.668623,.84471589,-9.272398,3.6037748
"Amarillo Livestock Auction, TX",Sep 2004,Sep 2004_3,9412,50,564.30658,112.94874,103.67634,-7.9877787,.79627293,-9.272398,1.2846191
"Amarillo Livestock Auction, TX",Oct 2004,Oct 2004_3,9413,50,537.7099,110.15595,100.88355,-2.903913,.4184269,-9.272398,6.368485
"Amarillo Livestock Auction, TX",Nov 2004,Nov 2004_3,11576,50,520.48798,107.69205,98.419647,-2.7822657,.49752486,-9.272398,6.4901323
"Amarillo Livestock Auction, TX",Dec 2004,Dec 2004_3,9414,50,571.28461,106.11086,96.838455,-8.4117441,.67928219,-9.272398,.86065376
"Amarillo Livestock Auction, TX",Jan 2005,Jan 2005_3,9415,50,609.80658,107.92194,98.649544,-14.026612,.51117438,-9.272398,-4.7542143
"Amarillo Livestock Auction, TX",Feb 2005,Feb 2005_3,9416,50,601.57111,112.18239,102.90999,-9.9528322,1.2386348,-9.272398,-.68043375
"Amarillo Livestock Auction, TX",Mar 2005,Mar 2005_3,9417,50,643.01599,116.06808,106.79569,-14.227879,.88179761,-9.272398,-4.9554806
"Amarillo Livestock Auction, TX",Apr 2005,Apr 2005_3,9418,50,626.22412,120.91972,111.64732,-14.505844,.86447579,-9.272398,-5.2334461
"Amarillo Livestock Auction, TX",May 2005,May 2005_3,9419,50,675.90259,121.60658,112.33418,-16.835627,1.0737395,-9.272398,-7.5632281
"Amarillo Livestock Auction, TX",Jun 2005,Jun 2005_3,12132,50,597.51178,118.10516,108.83276,-9.6128569,.79770118,-9.272398,-.3404586
"Amarillo Livestock Auction, TX",Jul 2005,Jul 2005_3,9420,50,615.84692,112.37005,103.09765,-7.9021268,.69309318,-9.272398,1.370271
"Amarillo Livestock Auction, TX",Aug 2005,Aug 2005_3,9421,50,601.09052,113.07237,103.79997,-10.215837,.91041994,-9.272398,-.94343883
"Amarillo Livestock Auction, TX",Sep 2005,Sep 2005_3,9422,50,624.08508,115.9765,106.7041,-7.4423261,.6763249,-9.272398,1.830072
"Amarillo Livestock Auction, TX",Oct 2005,Oct 2005_3,9423,50,604.92462,118.12437,108.85197,-14.882021,.81516171,-9.272398,-5.6096225
"Amarillo Livestock Auction, TX",Nov 2005,Nov 2005_3,9424,50,557.84833,117.03318,107.76078,-12.591977,.58884984,-9.272398,-3.3195791
"Amarillo Livestock Auction, TX",Dec 2005,Dec 2005_3,9425,50,635.67969,117.51824,108.24585,-12.751208,.55391365,-9.272398,-3.4788103
"Amarillo Livestock Auction, TX",Jan 2006,Jan 2006_3,9426,50,570.91589,116.94436,107.67196,-.55207896,.56488633,-9.272398,8.7203188
"Amarillo Livestock Auction, TX",Feb 2006,Feb 2006_3,9427,50,632.31,117.45626,108.18386,-9.8361778,.7003085,-9.272398,-.56378007
"Amarillo Livestock Auction, TX",Mar 2006,Mar 2006_3,9428,50,633.11121,115.80964,106.53724,-13.172514,1.2724755,-9.272398,-3.900116
"Amarillo Livestock Auction, TX",Apr 2006,Apr 2006_3,12699,50,633.22412,112.80056,103.52816,-15.014975,1.498757,-9.272398,-5.7425771
"Amarillo Livestock Auction, TX",May 2006,May 2006_3,12700,50,633.46881,110.74519,101.4728,-7.7403436,.81559062,-9.272398,1.5320545
"Amarillo Livestock Auction, TX",Jun 2006,Jun 2006_3,9429,50,598.27191,112.00249,102.73009,-7.8633575,.7596212,-9.272398,1.4090403
"Amarillo Livestock Auction, TX",Jul 2006,Jul 2006_3,9430,50,537.27789,114.38847,105.11607,5.6162362,.81005931,-9.272398,14.888635
"Amarillo Livestock Auction, TX",Aug 2006,Aug 2006_3,9431,50,579.92902,116.7534,107.481,-1.654067,1.4109156,-9.272398,7.618331
"Amarillo Livestock Auction, TX",Sep 2006,Sep 2006_3,9432,50,520.3465,118.102,108.8296,-.84919858,.82880336,-9.272398,8.4231997
"Amarillo Livestock Auction, TX",Oct 2006,Oct 2006_3,9433,50,579.37543,110.33563,101.06323,-6.0949712,.54374421,-9.272398,3.1774268
"Amarillo Livestock Auction, TX",Nov 2006,Nov 2006_3,9434,50,550.85242,100.21889,90.946487,-3.8283129,.49605897,-9.272398,5.4440851
"Amarillo Livestock Auction, TX",Dec 2006,Dec 2006_3,9435,50,538.17242,98.124237,88.851837,3.3377314,.435826,-9.272398,12.610129
"Amarillo Livestock Auction, TX",Jan 2007,Jan 2007_3,9436,50,590.763,96.554657,87.282265,-.81602693,.50654709,-9.272398,8.4563713
"Amarillo Livestock Auction, TX",Feb 2007,Feb 2007_3,9437,50,614.2901,97.435104,88.162704,-2.0699532,.52951628,-9.272398,7.202445
