locale,date,dateid,x,y,logweight,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Jul 2004,Jul 2004_0,11570,67,6.3157525,6.3659616,6.2939177,-.050209258,.0082845027,-.072044164,.021834904
"Abilene, TX",Aug 2004,Aug 2004_0,11571,67,6.245039,6.3750782,6.3030338,-.1300391,.010300201,-.072044164,-.057994928
"Abilene, TX",Sep 2004,Sep 2004_0,11572,67,6.2751737,6.3652496,6.2932057,-.090076096,.0085005676,-.072044164,-.018031932
"Abilene, TX",Oct 2004,Oct 2004_0,11573,67,6.3137636,6.310626,6.2385817,.0031376446,.0063226428,-.072044164,.075181812
"Abilene, TX",Nov 2004,Nov 2004_0,11574,67,6.2744241,6.3073463,6.235302,-.032922138,.0065809493,-.072044164,.039122026
"Abilene, TX",Dec 2004,Dec 2004_0,11575,67,6.2546539,6.3200884,6.248044,-.065434374,.0063350913,-.072044164,.0066097891
"Abilene, TX",Jan 2005,Jan 2005_0,12120,67,6.2812266,6.3448038,6.2727594,-.063577004,.005570591,-.072044164,.008467162
"Abilene, TX",Feb 2005,Feb 2005_0,12121,67,6.3004718,6.3228235,6.2507792,-.022351688,.0060084779,-.072044164,.049692478
"Abilene, TX",Mar 2005,Mar 2005_0,12122,67,6.3189321,6.3313351,6.2592907,-.01240296,.0070692701,-.072044164,.059641205
"Abilene, TX",Apr 2005,Apr 2005_0,12123,67,6.3691254,6.3359632,6.2639194,.03316205,.0067789573,-.072044164,.10520621
"Abilene, TX",May 2005,May 2005_0,12124,67,6.3302503,6.3513803,6.2793365,-.021130322,.0077069262,-.072044164,.050913844
"Abilene, TX",Jun 2005,Jun 2005_0,12125,67,6.3386064,6.3318815,6.2598372,.006724888,.0073018968,-.072044164,.078769051
"Abilene, TX",Jul 2005,Jul 2005_0,12126,67,6.3260713,6.3560596,6.2840152,-.029988153,.0084487889,-.072044164,.042056013
"Abilene, TX",Aug 2005,Aug 2005_0,12127,67,6.3449016,6.3305569,6.2585125,.014344923,.0092068864,-.072044164,.086389087
"Abilene, TX",Sep 2005,Sep 2005_0,12128,67,6.2751365,6.3302479,6.2582035,-.055111427,.0082702134,-.072044164,.016932739
"Abilene, TX",Oct 2005,Oct 2005_0,12129,67,6.2754445,6.3147449,6.2427011,-.039300527,.0056588952,-.072044164,.03274364
"Abilene, TX",Nov 2005,Nov 2005_0,12130,67,6.2587471,6.2892971,6.2172527,-.030549988,.0075029801,-.072044164,.041494176
"Abilene, TX",Dec 2005,Dec 2005_0,12131,67,6.2364779,6.2934475,6.2214036,-.056969784,.0063559134,-.072044164,.01507438
"Abilene, TX",Jan 2006,Jan 2006_0,12687,67,6.2351775,6.32656,6.2545156,-.091382481,.0060600787,-.072044164,-.019338313
"Abilene, TX",Feb 2006,Feb 2006_0,12688,67,6.2389312,6.340003,6.2679586,-.10107186,.0067256489,-.072044164,-.029027695
"Abilene, TX",Mar 2006,Mar 2006_0,12689,67,6.2020121,6.3482733,6.2762289,-.14626113,.0064590406,-.072044164,-.074216954
"Abilene, TX",Apr 2006,Apr 2006_0,12690,67,6.2278085,6.3531351,6.2810907,-.12532645,.0076329065,-.072044164,-.053282283
"Abilene, TX",May 2006,May 2006_0,12691,67,6.2851768,6.3464098,6.2743654,-.061233073,.0072972155,-.072044164,.010811092
"Abilene, TX",Jun 2006,Jun 2006_0,12692,67,6.28374,6.3619599,6.289916,-.078219995,.0094216168,-.072044164,-.0061758272
"Abilene, TX",Jul 2006,Jul 2006_0,12693,67,6.2192984,6.3486295,6.2765856,-.12933131,.0097835427,-.072044164,-.057287145
"Abilene, TX",Aug 2006,Aug 2006_0,12694,67,6.1735501,6.3269744,6.2549305,-.15342447,.0087402007,-.072044164,-.0813803
"Abilene, TX",Sep 2006,Sep 2006_0,12695,67,6.195281,6.2817354,6.2096915,-.086454593,.0081663635,-.072044164,-.014410428
"Abilene, TX",Oct 2006,Oct 2006_0,12696,67,6.1815205,6.2728901,6.2008462,-.091369666,.0066345264,-.072044164,-.019325498
"Abilene, TX",Nov 2006,Nov 2006_0,12697,67,6.2504044,6.2765546,6.2045107,-.026150407,.0057421369,-.072044164,.045893759
"Abilene, TX",Dec 2006,Dec 2006_0,12698,67,6.2334414,6.2891293,6.2170849,-.05568774,.0063505033,-.072044164,.016356423
"Abilene, TX",Jan 2007,Jan 2007_0,13275,67,6.2265525,6.2957382,6.2236938,-.069185674,.0062804627,-.072044164,.0028584877
"Abilene, TX",Feb 2007,Feb 2007_0,13276,67,6.184145,6.31604,6.2439957,-.13189495,.0053954367,-.072044164,-.059850786
"Abilene, TX",Mar 2007,Mar 2007_0,13277,67,6.1872187,6.3095675,6.2375236,-.12234896,.0066946503,-.072044164,-.050304804
"Abilene, TX",Apr 2007,Apr 2007_0,13278,67,6.2448425,6.3054466,6.2334027,-.060604315,.0066339998,-.072044164,.011439848
"Abilene, TX",May 2007,May 2007_0,13279,67,6.2906513,6.3490863,6.2770419,-.058434833,.007346028,-.072044164,.013609333
"Abilene, TX",Jun 2007,Jun 2007_0,13280,67,6.3005757,6.3956327,6.3235884,-.095056832,.0087910928,-.072044164,-.02301267
"Abilene, TX",Jul 2007,Jul 2007_0,13281,67,6.2683578,6.3809738,6.3089294,-.11261597,.010167746,-.072044164,-.040571801
"Abilene, TX",Aug 2007,Aug 2007_0,13282,67,6.284935,6.3678446,6.2958007,-.082909644,.0097447168,-.072044164,-.010865481
"Abilene, TX",Sep 2007,Sep 2007_0,13283,67,6.2608466,6.3596253,6.287581,-.09877868,.0069577475,-.072044164,-.026734516
"Abilene, TX",Oct 2007,Oct 2007_0,13284,67,6.2345295,6.2953582,6.2233143,-.060828824,.0082887635,-.072044164,.011215339
"Abilene, TX",Nov 2007,Nov 2007_0,13285,67,6.2109637,6.3203392,6.2482953,-.1093757,.0076505211,-.072044164,-.037331533
"Abilene, TX",Dec 2007,Dec 2007_0,13286,67,6.2168846,6.3150558,6.2430115,-.098171234,.0083611244,-.072044164,-.026127072
"Abilene, TX",Jan 2008,Jan 2008_0,13842,67,6.2387643,6.3308501,6.2588058,-.092085801,.0070077563,-.072044164,-.020041635
"Abilene, TX",Feb 2008,Feb 2008_0,13843,67,6.2196493,6.3234639,6.2514195,-.10381439,.0079176929,-.072044164,-.031770222
"Abilene, TX",Mar 2008,Mar 2008_0,13844,67,6.1694331,6.3202128,6.2481685,-.15077952,.0074086976,-.072044164,-.078735359
"Abilene, TX",Apr 2008,Apr 2008_0,13845,67,6.1787376,6.3238401,6.2517962,-.14510261,.0075286897,-.072044164,-.073058441
"Abilene, TX",May 2008,May 2008_0,13846,67,6.2565632,6.3440819,6.272038,-.087518871,.0073703327,-.072044164,-.015474703
"Abilene, TX",Jun 2008,Jun 2008_0,13847,67,6.2611957,6.3174849,6.2454405,-.05628904,.0091123851,-.072044164,.015755124
"Abilene, TX",Jul 2008,Jul 2008_0,13848,67,6.225081,6.3138208,6.2417765,-.088739656,.009509407,-.072044164,-.016695492
"Abilene, TX",Aug 2008,Aug 2008_0,13849,67,6.2204704,6.3284965,6.2564521,-.10802598,.0090370579,-.072044164,-.035981808
"Abilene, TX",Sep 2008,Sep 2008_0,13850,67,6.2032452,6.3293519,6.2573075,-.12610674,.0091045983,-.072044164,-.054062571
"Abilene, TX",Oct 2008,Oct 2008_0,13851,67,6.2528477,6.2803607,6.2083168,-.02751307,.0072836154,-.072044164,.044531096
"Abilene, TX",Nov 2008,Nov 2008_0,13852,67,6.260519,6.2691059,6.1970615,-.0085868519,.0075693415,-.072044164,.06345731
"Abilene, TX",Dec 2008,Dec 2008_0,13853,67,6.2842956,6.2613964,6.189352,.022899229,.008893217,-.072044164,.094943389
"Abilene, TX",Jan 2009,Jan 2009_0,14446,67,6.2238936,6.2886996,6.2166553,-.06480591,.0074607502,-.072044164,.0072382577
"Abilene, TX",Feb 2009,Feb 2009_0,14447,67,6.2071972,6.2759938,6.2039495,-.068796501,.0068833316,-.072044164,.0032476643
"Abilene, TX",Mar 2009,Mar 2009_0,14448,67,6.2546034,6.2783775,6.2063332,-.023774145,.0076507856,-.072044164,.048270017
"Abilene, TX",Apr 2009,Apr 2009_0,14449,67,6.2380557,6.2839313,6.2118869,-.045875352,.0083161974,-.072044164,.026168812
"Abilene, TX",May 2009,May 2009_0,14450,67,6.1663465,6.3150086,6.2429643,-.14866209,.0083494782,-.072044164,-.076617926
"Abilene, TX",Jun 2009,Jun 2009_0,14451,67,6.208787,6.3396087,6.2675648,-.13082178,.0083600478,-.072044164,-.058777623
"Abilene, TX",Jul 2009,Jul 2009_0,14452,67,6.2345433,6.333128,6.2610841,-.098584868,.011224137,-.072044164,-.026540706
"Abilene, TX",Aug 2009,Aug 2009_0,14453,67,6.2186852,6.346601,6.2745566,-.12791581,.0089316405,-.072044164,-.055871651
"Abilene, TX",Sep 2009,Sep 2009_0,14454,67,6.2405009,6.3211932,6.2491488,-.080692247,.0080104684,-.072044164,-.0086480817
"Abilene, TX",Oct 2009,Oct 2009_0,14455,67,6.2358947,6.304956,6.2329121,-.069061488,.0075930241,-.072044164,.0029826777
"Abilene, TX",Nov 2009,Nov 2009_0,14456,67,6.2356396,6.2768664,6.2048225,-.041226953,.0074001532,-.072044164,.030817213
"Abilene, TX",Dec 2009,Dec 2009_0,14457,67,6.2531676,6.2903395,6.2182956,-.037171967,.007795692,-.072044164,.034872197
"Abilene, TX",Jan 2010,Jan 2010_0,14980,67,6.236012,6.2979875,6.2259436,-.061975718,.0066780546,-.072044164,.010068448
"Abilene, TX",Feb 2010,Feb 2010_0,14981,67,6.2379379,6.2884622,6.2164178,-.050524086,.0065708975,-.072044164,.021520076
"Abilene, TX",Mar 2010,Mar 2010_0,14982,67,6.2793694,6.2966809,6.224637,-.017311694,.007628676,-.072044164,.054732472
"Abilene, TX",Apr 2010,Apr 2010_0,14983,67,6.305975,6.2999821,6.2279377,.0059928661,.0072146808,-.072044164,.078037031
"Abilene, TX",May 2010,May 2010_0,14984,67,6.3194003,6.2843533,6.2123089,.035047073,.0076815947,-.072044164,.10709123
"Abilene, TX",Jun 2010,Jun 2010_0,14985,67,6.2967706,6.3299446,6.2579002,-.033174012,.01068726,-.072044164,.038870152
"Abilene, TX",Jul 2010,Jul 2010_0,14986,67,6.2777662,6.3538623,6.2818184,-.076096103,.0080405865,-.072044164,-.0040519349
"Abilene, TX",Aug 2010,Aug 2010_0,14987,67,6.2404499,6.3230739,6.2510295,-.082623944,.0075674471,-.072044164,-.010579783
"Abilene, TX",Sep 2010,Sep 2010_0,14988,67,6.2463312,6.3299098,6.2578659,-.083578639,.0074523403,-.072044164,-.011534475
"Abilene, TX",Oct 2010,Oct 2010_0,14989,67,6.2232742,6.2892814,6.2172375,-.066007167,.0077411691,-.072044164,.0060369964
"Abilene, TX",Nov 2010,Nov 2010_0,14990,67,6.2581182,6.2816534,6.209609,-.023535062,.0076047648,-.072044164,.048509102
"Abilene, TX",Dec 2010,Dec 2010_0,14991,67,6.2237282,6.2940927,6.2220488,-.070364669,.0064321747,-.072044164,.0016794943
"Abilene, TX",Jan 2011,Jan 2011_0,15525,67,6.2334967,6.2983594,6.226315,-.06486252,.0063684732,-.072044164,.007181643
"Abilene, TX",Feb 2011,Feb 2011_0,15526,67,6.2150264,6.3162842,6.2442403,-.101258,.0067371787,-.072044164,-.029213838
"Abilene, TX",Mar 2011,Mar 2011_0,15527,67,6.209116,6.3123488,6.2403045,-.10323277,.0074592307,-.072044164,-.031188605
"Abilene, TX",Apr 2011,Apr 2011_0,15528,67,6.2152019,6.3378849,6.2658405,-.12268306,.0081261946,-.072044164,-.050638892
"Abilene, TX",May 2011,May 2011_0,15529,67,6.1908703,6.3384371,6.2663927,-.14756657,.0091829086,-.072044164,-.075522408
"Abilene, TX",Jun 2011,Jun 2011_0,15530,67,6.1809292,6.2882767,6.2162323,-.10734751,.0098188752,-.072044164,-.035303347
"Abilene, TX",Jul 2011,Jul 2011_0,15531,67,6.1191044,6.2757936,6.2037497,-.15668935,.011075715,-.072044164,-.084645182
"Abilene, TX",Aug 2011,Aug 2011_0,15532,67,6.0313101,6.277976,6.2059317,-.24666578,.011257126,-.072044164,-.17462161
"Abilene, TX",Sep 2011,Sep 2011_0,15533,67,6.0587149,6.2612109,6.1891665,-.20249604,.012731826,-.072044164,-.13045186
"Altoona, WI",Oct 2007,Oct 2007_2,13491,129,6.2687173,,,,,,
"Altoona, WI",Nov 2007,Nov 2007_2,13492,129,6.2393441,,,,,,
"Altoona, WI",Dec 2007,Dec 2007_2,13493,129,6.3144999,,,,,,
"Altoona, WI",Jan 2008,Jan 2008_2,14044,129,6.3734074,,,,,,
"Altoona, WI",Feb 2008,Feb 2008_2,14045,129,6.4115653,,,,,,
"Altoona, WI",Mar 2008,Mar 2008_2,14046,129,6.4397831,,,,,,
"Altoona, WI",Apr 2008,Apr 2008_2,14047,129,6.3335743,,,,,,
"Altoona, WI",Jul 2008,Jul 2008_2,14048,129,6.4254465,,,,,,
"Altoona, WI",Aug 2008,Aug 2008_2,14049,129,6.482059,,,,,,
"Altoona, WI",Sep 2008,Sep 2008_2,14050,129,6.1914368,,,,,,
"Altoona, WI",Oct 2008,Oct 2008_2,14051,129,6.2625508,6.3086181,6.2531514,-.046067126,.0072127176,-.055466413,.0093992883
"Altoona, WI",Nov 2008,Nov 2008_2,14052,129,6.258532,6.2951536,6.2396874,-.036621802,.0064417929,-.055466413,.018844612
"Altoona, WI",Dec 2008,Dec 2008_2,14053,129,6.1722059,6.3137827,6.258316,-.14157665,.0077140401,-.055466413,-.086110227
"Altoona, WI",Jan 2009,Jan 2009_2,14681,129,6.2795744,6.3551717,6.2997055,-.075597495,.0065727402,-.055466413,-.020131078
"Altoona, WI",Feb 2009,Feb 2009_2,14682,129,6.3300834,6.3642535,6.3087873,-.034170371,.0052293125,-.055466413,.021296041
"Altoona, WI",Mar 2009,Mar 2009_2,14683,129,6.3964791,6.3952441,6.3397779,.0012349483,.0061449204,-.055466413,.056701362
"Amarillo Livestock Auction, TX",Jan 2002,Jan 2002_3,10356,50,6.3322544,,,,,,
"Amarillo Livestock Auction, TX",Feb 2002,Feb 2002_3,10357,50,6.3823934,,,,,,
"Amarillo Livestock Auction, TX",Mar 2002,Mar 2002_3,10358,50,6.4266257,,,,,,
"Amarillo Livestock Auction, TX",Apr 2002,Apr 2002_3,10359,50,6.3666625,,,,,,
"Amarillo Livestock Auction, TX",May 2002,May 2002_3,10360,50,6.4271898,,,,,,
"Amarillo Livestock Auction, TX",Jun 2002,Jun 2002_3,10361,50,6.3717685,,,,,,
"Amarillo Livestock Auction, TX",Jul 2002,Jul 2002_3,10362,50,6.3104978,,,,,,
"Amarillo Livestock Auction, TX",Aug 2002,Aug 2002_3,10363,50,6.3240571,,,,,,
"Amarillo Livestock Auction, TX",Sep 2002,Sep 2002_3,10364,50,6.2308893,,,,,,
"Amarillo Livestock Auction, TX",Oct 2002,Oct 2002_3,10365,50,6.2186971,,,,,,
"Amarillo Livestock Auction, TX",Nov 2002,Nov 2002_3,10366,50,6.2158046,,,,,,
"Amarillo Livestock Auction, TX",Dec 2002,Dec 2002_3,10367,50,6.2499471,,,,,,
"Amarillo Livestock Auction, TX",Jan 2003,Jan 2003_3,10967,50,6.2796588,6.3179011,6.3353739,-.03824247,.0067535797,.017472642,-.055715114
"Amarillo Livestock Auction, TX",Feb 2003,Feb 2003_3,10968,50,6.3278489,6.3627505,6.3802233,-.034901522,.0062187463,.017472642,-.052374162
"Amarillo Livestock Auction, TX",Mar 2003,Mar 2003_3,10969,50,6.4660935,6.390305,6.4077778,.075788416,.0061840806,.017472642,.058315773
"Amarillo Livestock Auction, TX",Apr 2003,Apr 2003_3,10970,50,6.4175701,6.3705192,6.3879919,.047050949,.0073542548,.017472642,.029578308
"Amarillo Livestock Auction, TX",May 2003,May 2003_3,10971,50,6.3821464,6.39186,6.4093328,-.0097138183,.0078929095,.017472642,-.027186459
"Amarillo Livestock Auction, TX",Jun 2003,Jun 2003_3,10972,50,6.2731457,6.3914161,6.4088888,-.11827037,.0077923364,.017472642,-.13574302
"Amarillo Livestock Auction, TX",Jul 2003,Jul 2003_3,10973,50,6.3543367,6.3715858,6.3890586,-.017249141,.010717621,.017472642,-.034721781
"Amarillo Livestock Auction, TX",Aug 2003,Aug 2003_3,10974,50,6.2488122,6.3847275,6.4022002,-.13591546,.011042998,.017472642,-.1533881
"Amarillo Livestock Auction, TX",Sep 2003,Sep 2003_3,9401,50,6.2450013,6.3169365,6.3344092,-.071935281,.0097157024,.017472642,-.089407921
"Amarillo Livestock Auction, TX",Oct 2003,Oct 2003_3,9402,50,6.275557,6.2544975,6.2719703,.021059429,.0079717953,.017472642,.0035867884
"Amarillo Livestock Auction, TX",Nov 2003,Nov 2003_3,9403,50,6.251523,6.253552,6.2710242,-.002028726,.0064775436,.017472642,-.019501366
"Amarillo Livestock Auction, TX",Dec 2003,Dec 2003_3,10975,50,6.2569633,6.2885737,6.3060465,-.031610642,.0057039419,.017472642,-.049083285
"Amarillo Livestock Auction, TX",Jan 2004,Jan 2004_3,9404,50,6.3915772,6.3395562,6.357029,.052020997,.0051769102,.017472642,.034548357
"Amarillo Livestock Auction, TX",Feb 2004,Feb 2004_3,9405,50,6.4010835,6.3622308,6.3797035,.038852688,.0066912826,.017472642,.021380048
"Amarillo Livestock Auction, TX",Mar 2004,Mar 2004_3,9406,50,6.3956161,6.3996234,6.4170957,-.004007183,.0058983951,.017472642,-.021479825
"Amarillo Livestock Auction, TX",Apr 2004,Apr 2004_3,9407,50,6.2904687,6.3790855,6.3965583,-.08861693,.0057648988,.017472642,-.10608957
"Amarillo Livestock Auction, TX",May 2004,May 2004_3,9408,50,6.4082246,6.3939428,6.4114151,.014281938,.0072672111,.017472642,-.003190703
"Amarillo Livestock Auction, TX",Jun 2004,Jun 2004_3,9409,50,6.3487377,6.3619847,6.3794575,-.013246914,.0097687328,.017472642,-.030719554
"Amarillo Livestock Auction, TX",Jul 2004,Jul 2004_3,9410,50,6.2637987,6.3819571,6.3994293,-.11815818,.0081637306,.017472642,-.13563082
"Amarillo Livestock Auction, TX",Aug 2004,Aug 2004_3,9411,50,6.3743467,6.3561406,6.3736134,.018206175,.01009015,.017472642,.00073353428
"Amarillo Livestock Auction, TX",Sep 2004,Sep 2004_3,9412,50,6.3355975,6.3461747,6.363647,-.010577043,.0084723169,.017472642,-.028049683
"Amarillo Livestock Auction, TX",Oct 2004,Oct 2004_3,9413,50,6.2873192,6.3100967,6.3275695,-.022777539,.0058480031,.017472642,-.040250178
"Amarillo Livestock Auction, TX",Nov 2004,Nov 2004_3,11576,50,6.2547669,6.3083429,6.3258152,-.053575762,.0060060686,.017472642,-.071048401
"Amarillo Livestock Auction, TX",Dec 2004,Dec 2004_3,9414,50,6.3478875,6.3198361,6.3373089,.028051285,.0054598227,.017472642,.010578644
"Amarillo Livestock Auction, TX",Jan 2005,Jan 2005_3,9415,50,6.4131417,6.386518,6.4039903,.026623914,.0044479626,.017472642,.0091512734
"Amarillo Livestock Auction, TX",Feb 2005,Feb 2005_3,9416,50,6.3995447,6.3797607,6.3972335,.019783784,.0051390589,.017472642,.0023111436
"Amarillo Livestock Auction, TX",Mar 2005,Mar 2005_3,9417,50,6.4661698,6.3924699,6.4099426,.073699802,.0071045309,.017472642,.056227159
"Amarillo Livestock Auction, TX",Apr 2005,Apr 2005_3,9418,50,6.4397082,6.3472667,6.3647394,.092441492,.0067093209,.017472642,.074968852
"Amarillo Livestock Auction, TX",May 2005,May 2005_3,9419,50,6.5160489,6.3933864,6.4108591,.12266251,.0077240947,.017472642,.10518987
"Amarillo Livestock Auction, TX",Jun 2005,Jun 2005_3,12132,50,6.3927741,6.3784637,6.395936,.014310582,.0072904113,.017472642,-.0031620588
"Amarillo Livestock Auction, TX",Jul 2005,Jul 2005_3,9420,50,6.4229984,6.3442397,6.361712,.078758873,.0085088406,.017472642,.061286233
"Amarillo Livestock Auction, TX",Aug 2005,Aug 2005_3,9421,50,6.3987455,6.3874598,6.404932,.011285964,.0091916444,.017472642,-.0061866757
"Amarillo Livestock Auction, TX",Sep 2005,Sep 2005_3,9422,50,6.4362869,6.3609462,6.3784189,.075340852,.0081498045,.017472642,.057868212
"Amarillo Livestock Auction, TX",Oct 2005,Oct 2005_3,9423,50,6.4051037,6.312397,6.3298693,.092706844,.0057434062,.017472642,.075234197
"Amarillo Livestock Auction, TX",Nov 2005,Nov 2005_3,9424,50,6.3240871,6.2895308,6.3070035,.034556225,.0076245144,.017472642,.017083583
"Amarillo Livestock Auction, TX",Dec 2005,Dec 2005_3,9425,50,6.4546947,6.3366275,6.3540998,.11806748,.0057402779,.017472642,.10059484
"Amarillo Livestock Auction, TX",Jan 2006,Jan 2006_3,9426,50,6.3472419,6.3844547,6.4019275,-.037212934,.0053999582,.017472642,-.054685574
"Amarillo Livestock Auction, TX",Feb 2006,Feb 2006_3,9427,50,6.4493799,6.3854041,6.4028769,.063975856,.005761655,.017472642,.046503212
"Amarillo Livestock Auction, TX",Mar 2006,Mar 2006_3,9428,50,6.4506459,6.4020543,6.4195271,.048591524,.0063728117,.017472642,.031118883
"Amarillo Livestock Auction, TX",Apr 2006,Apr 2006_3,12699,50,6.4508243,6.3784904,6.3959632,.072333574,.0074468185,.017472642,.054860935
"Amarillo Livestock Auction, TX",May 2006,May 2006_3,12700,50,6.451211,6.4162955,6.4337683,.034915272,.0071970671,.017472642,.017442631
"Amarillo Livestock Auction, TX",Jun 2006,Jun 2006_3,9429,50,6.3940454,6.3860626,6.4035354,.0079825204,.0092307115,.017472642,-.0094901202
"Amarillo Livestock Auction, TX",Jul 2006,Jul 2006_3,9430,50,6.2865152,6.3898649,6.4073377,-.1033496,.0099571012,.017472642,-.12082224
"Amarillo Livestock Auction, TX",Aug 2006,Aug 2006_3,9431,50,6.3629055,6.3567467,6.3742194,.0061586858,.0086468728,.017472642,-.011313955
"Amarillo Livestock Auction, TX",Sep 2006,Sep 2006_3,9432,50,6.2544951,6.3523293,6.369802,-.097834148,.0076431958,.017472642,-.11530679
"Amarillo Livestock Auction, TX",Oct 2006,Oct 2006_3,9433,50,6.3619504,6.3315039,6.3489766,.030446494,.0059129717,.017472642,.012973853
"Amarillo Livestock Auction, TX",Nov 2006,Nov 2006_3,9434,50,6.3114667,6.3107004,6.3281732,.00076638471,.0056676478,.017472642,-.016706256
"Amarillo Livestock Auction, TX",Dec 2006,Dec 2006_3,9435,50,6.2881789,6.3814321,6.3989048,-.093253009,.0064205821,.017472642,-.11072565
"Amarillo Livestock Auction, TX",Jan 2007,Jan 2007_3,9436,50,6.3814149,6.3476586,6.3651314,.033756353,.0057431278,.017472642,.016283713
"Amarillo Livestock Auction, TX",Feb 2007,Feb 2007_3,9437,50,6.4204674,6.4053874,6.4228601,.015079769,.0049401638,.017472642,-.0023928715
"Amarillo Livestock Auction, TX",Mar 2007,Mar 2007_3,9438,50,6.3523898,6.412622,6.4300942,-.060232013,.0053350418,.017472642,-.077704653
"Amarillo Livestock Auction, TX",Apr 2007,Apr 2007_3,9439,50,6.4245033,6.404551,6.4220238,.019952277,.0066591734,.017472642,.0024796359
"Amarillo Livestock Auction, TX",May 2007,May 2007_3,9440,50,6.4961152,6.4250927,6.4425654,.071022585,.0074279741,.017472642,.053549942
"Amarillo Livestock Auction, TX",Jun 2007,Jun 2007_3,9441,50,6.5105715,6.4165483,6.4340205,.094023421,.0076999385,.017472642,.076550782
"Amarillo Livestock Auction, TX",Jul 2007,Jul 2007_3,9442,50,6.4283113,6.3801064,6.3975792,.04820472,.00946924,.017472642,.030732078
"Amarillo Livestock Auction, TX",Aug 2007,Aug 2007_3,9443,50,6.4247065,6.4174886,6.4349613,.007217973,.0097619938,.017472642,-.010254667
"Amarillo Livestock Auction, TX",Sep 2007,Sep 2007_3,9444,50,6.3938918,6.3597608,6.3772335,.034130909,.0065068426,.017472642,.016658269
"Amarillo Livestock Auction, TX",Oct 2007,Oct 2007_3,9445,50,6.3236074,6.3416066,6.3590794,-.01799931,.0070273136,.017472642,-.03547195
