locale,date,dateid,x,y,logweight,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Jul 2004,Jul 2004_0,11570,67,6.3157525,6.3649917,6.2812114,-.04923933,.0078777857,-.083780281,.034540955
"Abilene, TX",Aug 2004,Aug 2004_0,11571,67,6.245039,6.3651595,6.2813792,-.12012074,.0082628438,-.083780281,-.03634046
"Abilene, TX",Sep 2004,Sep 2004_0,11572,67,6.2751737,6.3600483,6.276268,-.084874399,.007908497,-.083780281,-.001094114
"Abilene, TX",Oct 2004,Oct 2004_0,11573,67,6.3137636,6.3084979,6.2247176,.0052657537,.0066996398,-.083780281,.089046039
"Abilene, TX",Nov 2004,Nov 2004_0,11574,67,6.2744241,6.2953067,6.2115264,-.020882765,.0061550322,-.083780281,.062897518
"Abilene, TX",Dec 2004,Dec 2004_0,11575,67,6.2546539,6.3046546,6.2208743,-.050000466,.0058745649,-.083780281,.033779815
"Abilene, TX",Jan 2005,Jan 2005_0,12120,67,6.2812266,6.3312154,6.2474351,-.049988836,.0048300331,-.083780281,.033791449
"Abilene, TX",Feb 2005,Feb 2005_0,12121,67,6.3004718,6.322793,6.2390127,-.022321345,.0062494194,-.083780281,.061458938
"Abilene, TX",Mar 2005,Mar 2005_0,12122,67,6.3189321,6.3284903,6.24471,-.0095581878,.0060793189,-.083780281,.074222095
"Abilene, TX",Apr 2005,Apr 2005_0,12123,67,6.3691254,6.351016,6.2672358,.018109165,.0064835218,-.083780281,.10188945
"Abilene, TX",May 2005,May 2005_0,12124,67,6.3302503,6.363236,6.2794557,-.032985836,.0073854462,-.083780281,.050794449
"Abilene, TX",Jun 2005,Jun 2005_0,12125,67,6.3386064,6.3747568,6.2909765,-.036150608,.0061944546,-.083780281,.047629677
"Abilene, TX",Jul 2005,Jul 2005_0,12126,67,6.3260713,6.3799176,6.2961373,-.053846266,.0079342239,-.083780281,.029934019
"Abilene, TX",Aug 2005,Aug 2005_0,12127,67,6.3449016,6.3552942,6.2715139,-.010392865,.0079708379,-.083780281,.073387422
"Abilene, TX",Sep 2005,Sep 2005_0,12128,67,6.2751365,6.3512912,6.2675109,-.076154605,.0073556965,-.083780281,.0076256762
"Abilene, TX",Oct 2005,Oct 2005_0,12129,67,6.2754445,6.3458366,6.2620564,-.070391931,.0061099203,-.083780281,.013388352
"Abilene, TX",Nov 2005,Nov 2005_0,12130,67,6.2587471,6.3169508,6.2331705,-.058203544,.0072840713,-.083780281,.025576741
"Abilene, TX",Dec 2005,Dec 2005_0,12131,67,6.2364779,6.3176484,6.2338681,-.08117073,.0056756749,-.083780281,.0026095507
"Abilene, TX",Jan 2006,Jan 2006_0,12687,67,6.2351775,6.3499918,6.2662115,-.11481427,.0052959654,-.083780281,-.031033993
"Abilene, TX",Feb 2006,Feb 2006_0,12688,67,6.2389312,6.3560591,6.2722788,-.11712798,.0056077461,-.083780281,-.033347692
"Abilene, TX",Mar 2006,Mar 2006_0,12689,67,6.2020121,6.3512559,6.2674756,-.14924362,.0065592616,-.083780281,-.065463342
"Abilene, TX",Apr 2006,Apr 2006_0,12690,67,6.2278085,6.3507643,6.266984,-.12295575,.0083579691,-.083780281,-.039175466
"Abilene, TX",May 2006,May 2006_0,12691,67,6.2851768,6.3629203,6.27914,-.077743374,.0062546474,-.083780281,.0060369102
"Abilene, TX",Jun 2006,Jun 2006_0,12692,67,6.28374,6.3813601,6.2975798,-.097619906,.0075658457,-.083780281,-.013839623
"Abilene, TX",Jul 2006,Jul 2006_0,12693,67,6.2192984,6.3644652,6.2806849,-.14516684,.0077576279,-.083780281,-.061386563
"Abilene, TX",Aug 2006,Aug 2006_0,12694,67,6.1735501,6.3517284,6.2679482,-.17817821,.0077751544,-.083780281,-.094397932
"Abilene, TX",Sep 2006,Sep 2006_0,12695,67,6.195281,6.3016615,6.2178812,-.10638026,.0078565041,-.083780281,-.022599977
"Abilene, TX",Oct 2006,Oct 2006_0,12696,67,6.1815205,6.2772651,6.1934848,-.095744684,.0063068001,-.083780281,-.011964401
"Abilene, TX",Nov 2006,Nov 2006_0,12697,67,6.2504044,6.2852716,6.2014914,-.034867182,.0057003838,-.083780281,.048913103
"Abilene, TX",Dec 2006,Dec 2006_0,12698,67,6.2334414,6.3046331,6.2208529,-.071191832,.0064821686,-.083780281,.012588453
"Abilene, TX",Jan 2007,Jan 2007_0,13275,67,6.2265525,6.2957096,6.2119293,-.069157168,.005805051,-.083780281,.014623116
"Abilene, TX",Feb 2007,Feb 2007_0,13276,67,6.184145,6.3221173,6.238337,-.13797253,.0051342994,-.083780281,-.054192245
"Abilene, TX",Mar 2007,Mar 2007_0,13277,67,6.1872187,6.2966838,6.2129035,-.10946517,.0058216187,-.083780281,-.025684889
"Abilene, TX",Apr 2007,Apr 2007_0,13278,67,6.2448425,6.3022099,6.2184296,-.057367485,.0065353806,-.083780281,.026412798
"Abilene, TX",May 2007,May 2007_0,13279,67,6.2906513,6.3504534,6.2666731,-.059801832,.0068104803,-.083780281,.023978451
"Abilene, TX",Jun 2007,Jun 2007_0,13280,67,6.3005757,6.3680196,6.2842393,-.067443781,.0071538226,-.083780281,.016336504
"Abilene, TX",Jul 2007,Jul 2007_0,13281,67,6.2683578,6.356226,6.2724457,-.08786805,.0084535284,-.083780281,-.0040877638
"Abilene, TX",Aug 2007,Aug 2007_0,13282,67,6.284935,6.3511305,6.2673502,-.066195674,.0090577183,-.083780281,.017584609
"Abilene, TX",Sep 2007,Sep 2007_0,13283,67,6.2608466,6.3427877,6.2590075,-.081941329,.006661023,-.083780281,.0018389552
"Abilene, TX",Oct 2007,Oct 2007_0,13284,67,6.2345295,6.2810435,6.1972632,-.046514038,.0081317797,-.083780281,.037266247
"Abilene, TX",Nov 2007,Nov 2007_0,13285,67,6.2109637,6.302134,6.2183537,-.091170117,.0073200623,-.083780281,-.0073898351
"Abilene, TX",Dec 2007,Dec 2007_0,13286,67,6.2168846,6.2934513,6.209671,-.076566525,.0078164749,-.083780281,.0072137569
"Abilene, TX",Jan 2008,Jan 2008_0,13842,67,6.2387643,6.3131719,6.2293916,-.074407391,.0062183882,-.083780281,.0093728937
"Abilene, TX",Feb 2008,Feb 2008_0,13843,67,6.2196493,6.3092217,6.2254415,-.089572392,.0074736071,-.083780281,-.0057921074
"Abilene, TX",Mar 2008,Mar 2008_0,13844,67,6.1694331,6.3051643,6.221384,-.13573131,.0086347898,-.083780281,-.051951025
"Abilene, TX",Apr 2008,Apr 2008_0,13845,67,6.1787376,6.308701,6.2249207,-.1299632,.006035978,-.083780281,-.046182927
"Abilene, TX",May 2008,May 2008_0,13846,67,6.2565632,6.3486199,6.2648396,-.0920569,.0075228452,-.083780281,-.0082766172
"Abilene, TX",Jun 2008,Jun 2008_0,13847,67,6.2611957,6.350975,6.2671947,-.089779317,.0083366139,-.083780281,-.0059990324
"Abilene, TX",Jul 2008,Jul 2008_0,13848,67,6.225081,6.3622284,6.2784481,-.13714752,.0077497563,-.083780281,-.053367227
"Abilene, TX",Aug 2008,Aug 2008_0,13849,67,6.2204704,6.3642325,6.2804523,-.14376234,.0079568727,-.083780281,-.059982046
"Abilene, TX",Sep 2008,Sep 2008_0,13850,67,6.2032452,6.3484831,6.2647028,-.14523801,.0081796432,-.083780281,-.061457735
"Abilene, TX",Oct 2008,Oct 2008_0,13851,67,6.2528477,6.3008327,6.2170525,-.047985066,.006637332,-.083780281,.035795219
"Abilene, TX",Nov 2008,Nov 2008_0,13852,67,6.260519,6.2932053,6.209425,-.032686092,.0066843093,-.083780281,.051094189
"Abilene, TX",Dec 2008,Dec 2008_0,13853,67,6.2842956,6.2971358,6.2133555,-.012840114,.0085615767,-.083780281,.070940167
"Abilene, TX",Jan 2009,Jan 2009_0,14446,67,6.2238936,6.3268023,6.243022,-.10290838,.0074930764,-.083780281,-.019128099
"Abilene, TX",Feb 2009,Feb 2009_0,14447,67,6.2071972,6.313612,6.2298317,-.10641488,.0067627174,-.083780281,-.022634592
"Abilene, TX",Mar 2009,Mar 2009_0,14448,67,6.2546034,6.3112354,6.2274551,-.056631867,.0077023427,-.083780281,.027148418
"Abilene, TX",Apr 2009,Apr 2009_0,14449,67,6.2380557,6.3102808,6.2265005,-.072224908,.0073805298,-.083780281,.011555377
"Abilene, TX",May 2009,May 2009_0,14450,67,6.1663465,6.3237667,6.2399864,-.15742002,.0072929496,-.083780281,-.073639743
"Abilene, TX",Jun 2009,Jun 2009_0,14451,67,6.208787,6.3515582,6.2677779,-.14277126,.015008458,-.083780281,-.058990978
"Abilene, TX",Jul 2009,Jul 2009_0,14452,67,6.2345433,6.3412709,6.2574906,-.10672773,.010852847,-.083780281,-.02294744
"Abilene, TX",Aug 2009,Aug 2009_0,14453,67,6.2186852,6.3559403,6.2721601,-.13725521,.008478391,-.083780281,-.053474918
"Abilene, TX",Sep 2009,Sep 2009_0,14454,67,6.2405009,6.3391747,6.2553945,-.09867388,.0072330353,-.083780281,-.014893595
"Abilene, TX",Oct 2009,Oct 2009_0,14455,67,6.2358947,6.3108187,6.2270384,-.074923754,.0072840401,-.083780281,.0088565284
"Abilene, TX",Nov 2009,Nov 2009_0,14456,67,6.2356396,6.2927999,6.2090197,-.057160255,.0070393365,-.083780281,.02662003
"Abilene, TX",Dec 2009,Dec 2009_0,14457,67,6.2531676,6.306138,6.2223577,-.052970346,.0075550568,-.083780281,.030809937
"Abilene, TX",Jan 2010,Jan 2010_0,14980,67,6.236012,6.3185396,6.2347593,-.082527593,.006364522,-.083780281,.0012526889
"Abilene, TX",Feb 2010,Feb 2010_0,14981,67,6.2379379,6.3168879,6.2331076,-.078949824,.0069348491,-.083780281,.0048304573
"Abilene, TX",Mar 2010,Mar 2010_0,14982,67,6.2793694,6.3121591,6.2283788,-.032789696,.0069616539,-.083780281,.050990589
"Abilene, TX",Apr 2010,Apr 2010_0,14983,67,6.305975,6.3230004,6.2392201,-.017025296,.0076745036,-.083780281,.066754989
"Abilene, TX",May 2010,May 2010_0,14984,67,6.3194003,6.3111825,6.2274022,.0082178144,.0078297872,-.083780281,.0919981
"Abilene, TX",Jun 2010,Jun 2010_0,14985,67,6.2967706,6.348207,6.2644267,-.05143651,.0097402837,-.083780281,.032343775
"Abilene, TX",Jul 2010,Jul 2010_0,14986,67,6.2777662,6.3589439,6.2751637,-.081177838,.0080258064,-.083780281,.0026024452
"Abilene, TX",Aug 2010,Aug 2010_0,14987,67,6.2404499,6.3349433,6.251163,-.094493277,.0076530403,-.083780281,-.010712997
"Abilene, TX",Sep 2010,Sep 2010_0,14988,67,6.2463312,6.3399024,6.2561221,-.093571261,.0068687317,-.083780281,-.0097909765
"Abilene, TX",Oct 2010,Oct 2010_0,14989,67,6.2232742,6.2995934,6.2158132,-.076319031,.0070329513,-.083780281,.0074612489
"Abilene, TX",Nov 2010,Nov 2010_0,14990,67,6.2581182,6.3022089,6.2184286,-.044090666,.0080542574,-.083780281,.039689615
"Abilene, TX",Dec 2010,Dec 2010_0,14991,67,6.2237282,6.3185053,6.234725,-.094777085,.0070901839,-.083780281,-.0109968
"Abilene, TX",Jan 2011,Jan 2011_0,15525,67,6.2334967,6.3170385,6.2332582,-.083541863,.0069439244,-.083780281,.0002384215
"Abilene, TX",Feb 2011,Feb 2011_0,15526,67,6.2150264,6.330143,6.2463627,-.11511675,.0074697467,-.083780281,-.03133646
"Abilene, TX",Mar 2011,Mar 2011_0,15527,67,6.209116,6.3252544,6.2414742,-.11613862,.0068869274,-.083780281,-.032358337
"Abilene, TX",Apr 2011,Apr 2011_0,15528,67,6.2152019,6.3559647,6.2721844,-.14076273,.0063901339,-.083780281,-.056982454
"Abilene, TX",May 2011,May 2011_0,15529,67,6.1908703,6.3590221,6.2752423,-.16815209,.0070610996,-.083780281,-.084371813
"Abilene, TX",Jun 2011,Jun 2011_0,15530,67,6.1809292,6.3415403,6.25776,-.16061133,.0091746589,-.083780281,-.07683105
"Abilene, TX",Jul 2011,Jul 2011_0,15531,67,6.1191044,6.3130713,6.229291,-.19396679,.0096287364,-.083780281,-.11018652
"Abilene, TX",Aug 2011,Aug 2011_0,15532,67,6.0313101,6.3200841,6.2363038,-.28877416,.01008694,-.083780281,-.20499387
"Abilene, TX",Sep 2011,Sep 2011_0,15533,67,6.0587149,6.3132458,6.2294655,-.25453079,.011139438,-.083780281,-.17075051
"Altoona, WI",Oct 2007,Oct 2007_2,13491,129,6.2687173,,,,,,
"Altoona, WI",Nov 2007,Nov 2007_2,13492,129,6.2393441,,,,,,
"Altoona, WI",Dec 2007,Dec 2007_2,13493,129,6.3144999,,,,,,
"Altoona, WI",Jan 2008,Jan 2008_2,14044,129,6.3734074,,,,,,
"Altoona, WI",Feb 2008,Feb 2008_2,14045,129,6.4115653,,,,,,
"Altoona, WI",Mar 2008,Mar 2008_2,14046,129,6.4397831,,,,,,
"Altoona, WI",Apr 2008,Apr 2008_2,14047,129,6.3335743,,,,,,
"Altoona, WI",Jul 2008,Jul 2008_2,14048,129,6.4254465,,,,,,
"Altoona, WI",Aug 2008,Aug 2008_2,14049,129,6.482059,,,,,,
"Altoona, WI",Sep 2008,Sep 2008_2,14050,129,6.1914368,,,,,,
"Altoona, WI",Oct 2008,Oct 2008_2,14051,129,6.2625508,6.3477826,6.2645373,-.085231908,.0084409248,-.083245412,-.0019865006
"Altoona, WI",Nov 2008,Nov 2008_2,14052,129,6.258532,6.3297138,6.2464685,-.071181916,.008146422,-.083245412,.012063492
"Altoona, WI",Dec 2008,Dec 2008_2,14053,129,6.1722059,6.3454852,6.2622399,-.17327939,.0087776138,-.083245412,-.090033978
"Altoona, WI",Jan 2009,Jan 2009_2,14681,129,6.2795744,6.3867512,6.3035054,-.10717666,.0074026072,-.083245412,-.023931248
"Altoona, WI",Feb 2009,Feb 2009_2,14682,129,6.3300834,6.395267,6.3120217,-.065183625,.0064371726,-.083245412,.018061789
"Altoona, WI",Mar 2009,Mar 2009_2,14683,129,6.3964791,6.393898,6.3106527,.0025810369,.0052556437,-.083245412,.085826449
"Amarillo Livestock Auction, TX",Jan 2002,Jan 2002_3,10356,50,6.3322544,,,,,,
"Amarillo Livestock Auction, TX",Feb 2002,Feb 2002_3,10357,50,6.3823934,,,,,,
"Amarillo Livestock Auction, TX",Mar 2002,Mar 2002_3,10358,50,6.4266257,,,,,,
"Amarillo Livestock Auction, TX",Apr 2002,Apr 2002_3,10359,50,6.3666625,,,,,,
"Amarillo Livestock Auction, TX",May 2002,May 2002_3,10360,50,6.4271898,,,,,,
"Amarillo Livestock Auction, TX",Jun 2002,Jun 2002_3,10361,50,6.3717685,,,,,,
"Amarillo Livestock Auction, TX",Jul 2002,Jul 2002_3,10362,50,6.3104978,,,,,,
"Amarillo Livestock Auction, TX",Aug 2002,Aug 2002_3,10363,50,6.3240571,,,,,,
"Amarillo Livestock Auction, TX",Sep 2002,Sep 2002_3,10364,50,6.2308893,,,,,,
"Amarillo Livestock Auction, TX",Oct 2002,Oct 2002_3,10365,50,6.2186971,,,,,,
"Amarillo Livestock Auction, TX",Nov 2002,Nov 2002_3,10366,50,6.2158046,,,,,,
"Amarillo Livestock Auction, TX",Dec 2002,Dec 2002_3,10367,50,6.2499471,,,,,,
"Amarillo Livestock Auction, TX",Jan 2003,Jan 2003_3,10967,50,6.2796588,6.320282,6.3119774,-.040623356,.0062916274,-.0083047459,-.032318611
"Amarillo Livestock Auction, TX",Feb 2003,Feb 2003_3,10968,50,6.3278489,6.3666143,6.3583097,-.038765408,.0056767548,-.0083047459,-.030460663
"Amarillo Livestock Auction, TX",Mar 2003,Mar 2003_3,10969,50,6.4660935,6.3918943,6.3835897,.074199252,.0061501586,-.0083047459,.082503997
"Amarillo Livestock Auction, TX",Apr 2003,Apr 2003_3,10970,50,6.4175701,6.3813987,6.3730936,.036171641,.0070681917,-.0083047459,.044476386
"Amarillo Livestock Auction, TX",May 2003,May 2003_3,10971,50,6.3821464,6.3970585,6.3887534,-.014911984,.0077059339,-.0083047459,-.0066072387
"Amarillo Livestock Auction, TX",Jun 2003,Jun 2003_3,10972,50,6.2731457,6.3769193,6.3686147,-.10377382,.0070347837,-.0083047459,-.095469072
"Amarillo Livestock Auction, TX",Jul 2003,Jul 2003_3,10973,50,6.3543367,6.3777423,6.3694377,-.023405647,.0096008927,-.0083047459,-.015100902
"Amarillo Livestock Auction, TX",Aug 2003,Aug 2003_3,10974,50,6.2488122,6.3885722,6.3802676,-.13976015,.01007631,-.0083047459,-.13145541
"Amarillo Livestock Auction, TX",Sep 2003,Sep 2003_3,9401,50,6.2450013,6.3366609,6.3283563,-.091659479,.0083826901,-.0083047459,-.083354734
"Amarillo Livestock Auction, TX",Oct 2003,Oct 2003_3,9402,50,6.275557,6.2787719,6.2704673,-.0032148615,.008146028,-.0083047459,.0050898842
"Amarillo Livestock Auction, TX",Nov 2003,Nov 2003_3,9403,50,6.251523,6.2717466,6.2634416,-.020223392,.007284293,-.0083047459,-.011918646
"Amarillo Livestock Auction, TX",Dec 2003,Dec 2003_3,10975,50,6.2569633,6.3070331,6.2987285,-.050069828,.0058000456,-.0083047459,-.041765083
"Amarillo Livestock Auction, TX",Jan 2004,Jan 2004_3,9404,50,6.3915772,6.3592663,6.3509617,.03231084,.0050612953,-.0083047459,.040615585
"Amarillo Livestock Auction, TX",Feb 2004,Feb 2004_3,9405,50,6.4010835,6.3855891,6.377284,.015494562,.0066320309,-.0083047459,.023799308
"Amarillo Livestock Auction, TX",Mar 2004,Mar 2004_3,9406,50,6.3956161,6.4011722,6.3928671,-.0055560139,.0062358482,-.0083047459,.002748732
"Amarillo Livestock Auction, TX",Apr 2004,Apr 2004_3,9407,50,6.2904687,6.3603816,6.3520765,-.069912694,.0049421927,-.0083047459,-.061607949
"Amarillo Livestock Auction, TX",May 2004,May 2004_3,9408,50,6.4082246,6.3987942,6.3904896,.00943036,.0061798603,-.0083047459,.017735107
"Amarillo Livestock Auction, TX",Jun 2004,Jun 2004_3,9409,50,6.3487377,6.3575864,6.3492818,-.0088488869,.0077556772,-.0083047459,-.00054414093
"Amarillo Livestock Auction, TX",Jul 2004,Jul 2004_3,9410,50,6.2637987,6.39042,6.3821154,-.12662143,.0078790206,-.0083047459,-.11831668
"Amarillo Livestock Auction, TX",Aug 2004,Aug 2004_3,9411,50,6.3743467,6.3729734,6.3646688,.0013732574,.0091263028,-.0083047459,.0096780034
"Amarillo Livestock Auction, TX",Sep 2004,Sep 2004_3,9412,50,6.3355975,6.3647232,6.3564186,-.02912589,.0083134463,-.0083047459,-.020821143
"Amarillo Livestock Auction, TX",Oct 2004,Oct 2004_3,9413,50,6.2873192,6.3091917,6.3008871,-.021872682,.0063343346,-.0083047459,-.013567937
"Amarillo Livestock Auction, TX",Nov 2004,Nov 2004_3,11576,50,6.2547669,6.3070617,6.2987571,-.052294955,.0062736589,-.0083047459,-.043990206
"Amarillo Livestock Auction, TX",Dec 2004,Dec 2004_3,9414,50,6.3478875,6.3359327,6.3276281,.01195482,.0075840009,-.0083047459,.020259567
"Amarillo Livestock Auction, TX",Jan 2005,Jan 2005_3,9415,50,6.4131417,6.4088964,6.4005919,.0042452174,.0068637086,-.0083047459,.012549963
"Amarillo Livestock Auction, TX",Feb 2005,Feb 2005_3,9416,50,6.3995447,6.3915811,6.3832765,.0079636136,.0059814812,-.0083047459,.016268359
"Amarillo Livestock Auction, TX",Mar 2005,Mar 2005_3,9417,50,6.4661698,6.409245,6.4009399,.056924917,.0077551445,-.0083047459,.065229662
"Amarillo Livestock Auction, TX",Apr 2005,Apr 2005_3,9418,50,6.4397082,6.3769264,6.3686213,.062781908,.0079245698,-.0083047459,.071086653
"Amarillo Livestock Auction, TX",May 2005,May 2005_3,9419,50,6.5160489,6.4248462,6.4165416,.091202579,.0091404589,-.0083047459,.099507324
"Amarillo Livestock Auction, TX",Jun 2005,Jun 2005_3,12132,50,6.3927741,6.4078894,6.3995848,-.0151152,.0065086707,-.0083047459,-.0068104537
"Amarillo Livestock Auction, TX",Jul 2005,Jul 2005_3,9420,50,6.4229984,6.3762126,6.367908,.046785697,.0087164687,-.0083047459,.055090442
"Amarillo Livestock Auction, TX",Aug 2005,Aug 2005_3,9421,50,6.3987455,6.4158287,6.4075236,-.017082961,.0082651274,-.0083047459,-.0087782163
"Amarillo Livestock Auction, TX",Sep 2005,Sep 2005_3,9422,50,6.4362869,6.3832741,6.374969,.053013071,.0077578845,-.0083047459,.061317816
"Amarillo Livestock Auction, TX",Oct 2005,Oct 2005_3,9423,50,6.4051037,6.3541083,6.3458033,.050995518,.0079770209,-.0083047459,.059300262
"Amarillo Livestock Auction, TX",Nov 2005,Nov 2005_3,9424,50,6.3240871,6.3277082,6.3194032,-.0036208821,.0090880813,-.0083047459,.0046838638
"Amarillo Livestock Auction, TX",Dec 2005,Dec 2005_3,9425,50,6.4546947,6.3698483,6.3615437,.084846579,.0065059871,-.0083047459,.093151323
"Amarillo Livestock Auction, TX",Jan 2006,Jan 2006_3,9426,50,6.3472419,6.3832049,6.3749003,-.035963174,.0042680926,-.0083047459,-.027658427
"Amarillo Livestock Auction, TX",Feb 2006,Feb 2006_3,9427,50,6.4493799,6.4107499,6.4024453,.038629819,.0064355126,-.0083047459,.046934564
"Amarillo Livestock Auction, TX",Mar 2006,Mar 2006_3,9428,50,6.4506459,6.4371414,6.4288363,.013504623,.0062559298,-.0083047459,.021809367
"Amarillo Livestock Auction, TX",Apr 2006,Apr 2006_3,12699,50,6.4508243,6.4231796,6.414875,.027644591,.0079791304,-.0083047459,.035949335
"Amarillo Livestock Auction, TX",May 2006,May 2006_3,12700,50,6.451211,6.4362888,6.4279842,.014921958,.0066886921,-.0083047459,.023226703
"Amarillo Livestock Auction, TX",Jun 2006,Jun 2006_3,9429,50,6.3940454,6.4135051,6.4052005,-.019459844,.0075850287,-.0083047459,-.011155098
"Amarillo Livestock Auction, TX",Jul 2006,Jul 2006_3,9430,50,6.2865152,6.3758378,6.3675332,-.089322522,.0093810596,-.0083047459,-.081017777
"Amarillo Livestock Auction, TX",Aug 2006,Aug 2006_3,9431,50,6.3629055,6.3568335,6.3485289,.0060719503,.0074046068,-.0083047459,.014376696
"Amarillo Livestock Auction, TX",Sep 2006,Sep 2006_3,9432,50,6.2544951,6.3469591,6.3386545,-.092463963,.0069487309,-.0083047459,-.084159218
"Amarillo Livestock Auction, TX",Oct 2006,Oct 2006_3,9433,50,6.3619504,6.340126,6.3318214,.021824349,.0059355376,-.0083047459,.030129096
"Amarillo Livestock Auction, TX",Nov 2006,Nov 2006_3,9434,50,6.3114667,6.3187561,6.310451,-.007289235,.0059669581,-.0083047459,.0010155106
"Amarillo Livestock Auction, TX",Dec 2006,Dec 2006_3,9435,50,6.2881789,6.3604574,6.3521528,-.072278686,.0055657425,-.0083047459,-.063973933
"Amarillo Livestock Auction, TX",Jan 2007,Jan 2007_3,9436,50,6.3814149,6.3484764,6.3401713,.032938693,.0055103442,-.0083047459,.041243438
"Amarillo Livestock Auction, TX",Feb 2007,Feb 2007_3,9437,50,6.4204674,6.4036455,6.3953409,.016821681,.0044962377,-.0083047459,.025126427
"Amarillo Livestock Auction, TX",Mar 2007,Mar 2007_3,9438,50,6.3523898,6.4094229,6.4011178,-.057032853,.0056923674,-.0083047459,-.048728108
"Amarillo Livestock Auction, TX",Apr 2007,Apr 2007_3,9439,50,6.4245033,6.381413,6.3731084,.043090265,.0055745016,-.0083047459,.05139501
"Amarillo Livestock Auction, TX",May 2007,May 2007_3,9440,50,6.4961152,6.4321256,6.4238205,.063989744,.0066469456,-.0083047459,.072294489
"Amarillo Livestock Auction, TX",Jun 2007,Jun 2007_3,9441,50,6.5105715,6.417654,6.4093494,.092917383,.007520108,-.0083047459,.10122213
"Amarillo Livestock Auction, TX",Jul 2007,Jul 2007_3,9442,50,6.4283113,6.3854828,6.3771782,.042828344,.0082544098,-.0083047459,.051133089
"Amarillo Livestock Auction, TX",Aug 2007,Aug 2007_3,9443,50,6.4247065,6.4059854,6.3976803,.018721303,.0085033793,-.0083047459,.027026048
"Amarillo Livestock Auction, TX",Sep 2007,Sep 2007_3,9444,50,6.3938918,6.3630648,6.3547602,.030827133,.006536704,-.0083047459,.03913188
