locale,date,dateid,x,y,logrevenue,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Mar 2004,Mar 2004_0,11566,67,13.87053,14.352564,13.614983,-.48203346,.062193669,-.73758101,.25554758
"Abilene, TX",Apr 2004,Apr 2004_0,11567,67,14.019543,14.115114,13.377533,-.095571399,.060629908,-.73758101,.64200962
"Abilene, TX",May 2004,May 2004_0,11568,67,14.024071,14.31149,13.573909,-.28741905,.069995396,-.73758101,.45016199
"Abilene, TX",Jun 2004,Jun 2004_0,11569,67,13.631764,13.952939,13.215358,-.32117444,.083650693,-.73758101,.41640657
"Abilene, TX",Jul 2004,Jul 2004_0,11570,67,13.988808,14.106854,13.369273,-.1180465,.093227111,-.73758101,.61953455
"Abilene, TX",Aug 2004,Aug 2004_0,11571,67,13.896421,14.144912,13.407331,-.24849023,.076612748,-.73758101,.4890908
"Abilene, TX",Sep 2004,Sep 2004_0,11572,67,13.766951,14.249108,13.511527,-.48215771,.10085501,-.73758101,.25542334
"Abilene, TX",Oct 2004,Oct 2004_0,11573,67,13.608577,14.864805,14.127225,-1.2562288,.077859998,-.73758101,-.51864779
"Abilene, TX",Nov 2004,Nov 2004_0,11574,67,13.170362,14.404598,13.667018,-1.2342372,.069891348,-.73758101,-.49665612
"Abilene, TX",Dec 2004,Dec 2004_0,11575,67,13.585131,14.377148,13.639567,-.79201734,.075933382,-.73758101,-.05443633
"Abilene, TX",Jan 2005,Jan 2005_0,12120,67,14.05421,14.727984,13.990404,-.67377508,.083900601,-.73758101,.063805968
"Abilene, TX",Feb 2005,Feb 2005_0,12121,67,13.643547,14.571062,13.833481,-.92751485,.063452289,-.73758101,-.18993381
"Abilene, TX",Mar 2005,Mar 2005_0,12122,67,13.957832,14.345903,13.608322,-.388071,.080111898,-.73758101,.34951001
"Abilene, TX",Apr 2005,Apr 2005_0,12123,67,14.263047,14.588739,13.851159,-.32569247,.084155694,-.73758101,.41188854
"Abilene, TX",May 2005,May 2005_0,12124,67,14.021933,14.121352,13.383771,-.099419676,.092895791,-.73758101,.63816136
"Abilene, TX",Jun 2005,Jun 2005_0,12125,67,13.830145,13.979977,13.242395,-.14983152,.12466584,-.73758101,.58774954
"Abilene, TX",Jul 2005,Jul 2005_0,12126,67,13.785319,13.889946,13.152365,-.10462619,.10587569,-.73758101,.63295484
"Abilene, TX",Aug 2005,Aug 2005_0,12127,67,13.492929,13.963726,13.226145,-.47079718,.080663696,-.73758101,.26678386
"Abilene, TX",Sep 2005,Sep 2005_0,12128,67,13.772044,14.275123,13.537541,-.50307798,.071522489,-.73758101,.23450303
"Abilene, TX",Oct 2005,Oct 2005_0,12129,67,14.292599,14.95752,14.219939,-.66492116,.091236487,-.73758101,.07265988
"Abilene, TX",Nov 2005,Nov 2005_0,12130,67,13.797062,14.727052,13.989471,-.92999017,.079724424,-.73758101,-.19240914
"Abilene, TX",Dec 2005,Dec 2005_0,12131,67,13.486409,14.372657,13.635076,-.8862474,.080678634,-.73758101,-.14866638
"Abilene, TX",Jan 2006,Jan 2006_0,12687,67,14.005714,14.907049,14.169468,-.90133494,.076391563,-.73758101,-.16375388
"Abilene, TX",Feb 2006,Feb 2006_0,12688,67,13.769064,14.534271,13.79669,-.76520747,.071562901,-.73758101,-.02762644
"Abilene, TX",Mar 2006,Mar 2006_0,12689,67,13.539404,14.332274,13.594693,-.79287034,.061008397,-.73758101,-.055289291
"Abilene, TX",Apr 2006,Apr 2006_0,12690,67,13.75943,14.476138,13.738558,-.71670854,.064361393,-.73758101,.020872481
"Abilene, TX",May 2006,May 2006_0,12691,67,13.569644,13.863434,13.125853,-.29378951,.08255282,-.73758101,.44379154
"Abilene, TX",Jun 2006,Jun 2006_0,12692,67,13.899107,14.004537,13.266955,-.10542938,.081297755,-.73758101,.63215166
"Abilene, TX",Jul 2006,Jul 2006_0,12693,67,14.081703,13.976209,13.238627,.10549424,.096110918,-.73758101,.84307528
"Abilene, TX",Aug 2006,Aug 2006_0,12694,67,13.787468,14.109798,13.372218,-.32233074,.083828062,-.73758101,.41525027
"Abilene, TX",Sep 2006,Sep 2006_0,12695,67,13.823305,14.487056,13.749475,-.66375101,.077931307,-.73758101,.073830016
"Abilene, TX",Oct 2006,Oct 2006_0,12696,67,13.85882,14.430689,13.693109,-.57186925,.077533998,-.73758101,.16571179
"Abilene, TX",Nov 2006,Nov 2006_0,12697,67,13.85894,14.319129,13.581549,-.46018916,.0783071,-.73758101,.27739188
"Abilene, TX",Dec 2006,Dec 2006_0,12698,67,13.449977,14.237364,13.499783,-.78738701,.069040224,-.73758101,-.049805984
"Abilene, TX",Jan 2007,Jan 2007_0,13275,67,12.719869,14.18758,13.449999,-1.4677117,.084887251,-.73758101,-.73013067
"Abilene, TX",Feb 2007,Feb 2007_0,13276,67,13.383271,14.329365,13.591784,-.9460938,.072995164,-.73758101,-.20851277
"Abilene, TX",Mar 2007,Mar 2007_0,13277,67,13.570685,14.60389,13.866309,-1.033205,.064300947,-.73758101,-.29562402
"Abilene, TX",Apr 2007,Apr 2007_0,13278,67,13.459178,14.180002,13.442421,-.720824,.063967362,-.73758101,.016757028
"Abilene, TX",May 2007,May 2007_0,13279,67,13.364292,13.938395,13.200813,-.57410228,.077733643,-.73758101,.16347875
"Abilene, TX",Jun 2007,Jun 2007_0,13280,67,13.453772,13.847843,13.110262,-.39407179,.096424446,-.73758101,.34350926
"Abilene, TX",Jul 2007,Jul 2007_0,13281,67,13.232449,13.725904,12.988324,-.49345618,.083773404,-.73758101,.24412484
"Abilene, TX",Aug 2007,Aug 2007_0,13282,67,13.544197,13.834041,13.096459,-.2898432,.080749132,-.73758101,.44773781
"Abilene, TX",Sep 2007,Sep 2007_0,13283,67,13.641071,14.375924,13.638344,-.73485303,.057085488,-.73758101,.0027279821
"Abilene, TX",Oct 2007,Oct 2007_0,13284,67,13.384099,14.286579,13.548998,-.9024803,.071221411,-.73758101,-.16489927
"Abilene, TX",Nov 2007,Nov 2007_0,13285,67,13.051503,14.286859,13.549278,-1.2353557,.055455893,-.73758101,-.49777469
"Abilene, TX",Dec 2007,Dec 2007_0,13286,67,12.861549,14.220375,13.482794,-1.3588256,.060185086,-.73758101,-.62124455
"Abilene, TX",Jan 2008,Jan 2008_0,13842,67,12.864176,14.20853,13.47095,-1.344355,.062216152,-.73758101,-.60677391
"Abilene, TX",Feb 2008,Feb 2008_0,13843,67,13.229539,14.25519,13.517609,-1.0256509,.057317469,-.73758101,-.28806978
"Abilene, TX",Mar 2008,Mar 2008_0,13844,67,13.522179,14.438474,13.700893,-.91629553,.065271094,-.73758101,-.17871448
"Abilene, TX",Apr 2008,Apr 2008_0,13845,67,12.81985,13.99007,13.252489,-1.1702204,.057437386,-.73758101,-.43263939
"Abilene, TX",May 2008,May 2008_0,13846,67,13.544877,14.020905,13.283324,-.47602832,.083860807,-.73758101,.26155272
"Abilene, TX",Jun 2008,Jun 2008_0,13847,67,13.248572,13.762083,13.024502,-.51351094,.099889711,-.73758101,.22407009
"Abilene, TX",Jul 2008,Jul 2008_0,13848,67,13.081676,13.643453,12.905871,-.56177711,.075679928,-.73758101,.17580393
"Abilene, TX",Aug 2008,Aug 2008_0,13849,67,13.120758,14.000458,13.262877,-.87970018,.061819974,-.73758101,-.14211912
"Abilene, TX",Sep 2008,Sep 2008_0,13850,67,13.103365,14.219566,13.481986,-1.1162018,.062067889,-.73758101,-.37862077
"Abilene, TX",Oct 2008,Oct 2008_0,13851,67,12.949361,14.060674,13.323093,-1.1113133,.080805093,-.73758101,-.3737323
"Abilene, TX",Nov 2008,Nov 2008_0,13852,67,13.619751,14.576859,13.839278,-.95710814,.06902685,-.73758101,-.2195271
"Abilene, TX",Dec 2008,Dec 2008_0,13853,67,12.506845,13.901979,13.164398,-1.3951337,.063644163,-.73758101,-.65755272
"Abilene, TX",Jan 2009,Jan 2009_0,14446,67,13.030956,14.564139,13.826558,-1.5331831,.067515783,-.73758101,-.79560208
"Abilene, TX",Feb 2009,Feb 2009_0,14447,67,12.963324,14.320383,13.582802,-1.3570595,.064612396,-.73758101,-.61947846
"Abilene, TX",Mar 2009,Mar 2009_0,14448,67,12.684944,14.158427,13.420846,-1.473483,.073940992,-.73758101,-.73590189
"Abilene, TX",Apr 2009,Apr 2009_0,14449,67,13.20892,14.156867,13.419286,-.94794613,.050052408,-.73758101,-.21036512
"Abilene, TX",May 2009,May 2009_0,14450,67,13.115517,14.127514,13.389933,-1.011997,.059500568,-.73758101,-.27441591
"Abilene, TX",Jun 2009,Jun 2009_0,14451,67,12.942214,13.483697,12.746117,-.54148322,.12470837,-.73758101,.19609781
"Abilene, TX",Jul 2009,Jul 2009_0,14452,67,13.128532,13.795224,13.057643,-.66669136,.10000511,-.73758101,.070889659
"Abilene, TX",Aug 2009,Aug 2009_0,14453,67,13.462294,14.146756,13.409175,-.68446231,.072161376,-.73758101,.053118754
"Abilene, TX",Sep 2009,Sep 2009_0,14454,67,12.793399,14.11932,13.38174,-1.3259215,.061542753,-.73758101,-.58834046
"Abilene, TX",Oct 2009,Oct 2009_0,14455,67,13.535097,14.259504,13.521923,-.72440714,.068808846,-.73758101,.0131739
"Abilene, TX",Nov 2009,Nov 2009_0,14456,67,12.495874,14.133804,13.396223,-1.6379299,.071465813,-.73758101,-.9003489
"Abilene, TX",Dec 2009,Dec 2009_0,14457,67,13.02406,13.994119,13.256538,-.97005892,.054549176,-.73758101,-.23247786
"Abilene, TX",Jan 2010,Jan 2010_0,14980,67,13.316217,14.482857,13.745275,-1.1666392,.060258619,-.73758101,-.42905819
"Abilene, TX",Feb 2010,Feb 2010_0,14981,67,12.133314,14.221309,13.483727,-2.0879946,.075479195,-.73758101,-1.3504134
"Abilene, TX",Mar 2010,Mar 2010_0,14982,67,13.397745,14.336671,13.599091,-.9389261,.066674635,-.73758101,-.20134506
"Abilene, TX",Apr 2010,Apr 2010_0,14983,67,13.320468,14.315252,13.577671,-.99478447,.06566865,-.73758101,-.25720346
"Abilene, TX",May 2010,May 2010_0,14984,67,13.75505,14.219879,13.482298,-.46482906,.074593157,-.73758101,.27275196
"Abilene, TX",Jun 2010,Jun 2010_0,14985,67,13.465114,13.830811,13.09323,-.36569738,.091377594,-.73758101,.37188366
"Abilene, TX",Jul 2010,Jul 2010_0,14986,67,13.642877,14.160739,13.423159,-.51786268,.087107092,-.73758101,.21971837
"Abilene, TX",Aug 2010,Aug 2010_0,14987,67,13.675432,14.240001,13.502419,-.5645684,.069192007,-.73758101,.17301263
"Abilene, TX",Sep 2010,Sep 2010_0,14988,67,13.428302,14.192048,13.454467,-.76374584,.068656057,-.73758101,-.026164822
"Abilene, TX",Oct 2010,Oct 2010_0,14989,67,13.125736,14.452268,13.714686,-1.3265313,.064662024,-.73758101,-.58895022
"Abilene, TX",Nov 2010,Nov 2010_0,14990,67,13.198051,14.428686,13.691105,-1.2306348,.060934454,-.73758101,-.49305376
"Abilene, TX",Dec 2010,Dec 2010_0,14991,67,13.278289,14.33709,13.59951,-1.0588019,.054726608,-.73758101,-.3212209
"Abilene, TX",Jan 2011,Jan 2011_0,15525,67,13.883782,14.796792,14.059211,-.91300923,.062255409,-.73758101,-.17542817
"Abilene, TX",Feb 2011,Feb 2011_0,15526,67,13.254639,14.436128,13.698546,-1.1814891,.060959078,-.73758101,-.4439081
"Abilene, TX",Mar 2011,Mar 2011_0,15527,67,13.796484,14.521262,13.783681,-.72477806,.062974177,-.73758101,.012802968
"Abilene, TX",Apr 2011,Apr 2011_0,15528,67,14.024115,14.606703,13.869122,-.58258826,.051837467,-.73758101,.15499277
"Abilene, TX",May 2011,May 2011_0,15529,67,13.692912,14.004478,13.266897,-.31156579,.062627114,-.73758101,.42601526
"Abilene, TX",Jun 2011,Jun 2011_0,15530,67,14.498102,14.02702,13.289438,.47108263,.066192456,-.73758101,1.2086637
"Abilene, TX",Jul 2011,Jul 2011_0,15531,67,13.603255,14.169184,13.431603,-.56592876,.1040429,-.73758101,.17165229
"Abilene, TX",Aug 2011,Aug 2011_0,15532,67,13.032109,14.092147,13.354566,-1.0600376,.076153271,-.73758101,-.3224566
"Abilene, TX",Sep 2011,Sep 2011_0,15533,67,11.969748,14.262712,13.525131,-2.2929645,.089488499,-.73758101,-1.5553834
"Altoona, WI",Oct 2007,Oct 2007_2,13491,129,12.463585,14.414247,12.203067,-1.950662,.074221283,-2.2111797,.26051772
"Altoona, WI",Nov 2007,Nov 2007_2,13492,129,12.473165,14.496269,12.285089,-2.0231047,.053678621,-2.2111797,.18807499
"Altoona, WI",Dec 2007,Dec 2007_2,13493,129,12.506407,14.353177,12.141997,-1.84677,.052627943,-2.2111797,.36440966
"Altoona, WI",Jan 2008,Jan 2008_2,14044,129,10.820024,14.33863,12.12745,-3.5186067,.057585102,-2.2111797,-1.3074268
"Altoona, WI",Feb 2008,Feb 2008_2,14045,129,10.909761,14.377438,12.166258,-3.4676759,.048326392,-2.2111797,-1.2564962
"Altoona, WI",Mar 2008,Mar 2008_2,14046,129,11.574041,14.5542,12.34302,-2.9801588,.055698134,-2.2111797,-.76897901
"Altoona, WI",Apr 2008,Apr 2008_2,14047,129,11.705243,14.099626,11.888446,-2.394382,.054274328,-2.2111797,-.18320237
"Altoona, WI",Jul 2008,Jul 2008_2,14048,129,12.361255,13.69111,11.47993,-1.329855,.087243125,-2.2111797,.88132477
"Altoona, WI",Aug 2008,Aug 2008_2,14049,129,12.025125,14.006464,11.795284,-1.9813391,.087787561,-2.2111797,.22984068
"Altoona, WI",Sep 2008,Sep 2008_2,14050,129,12.404497,14.180913,11.969733,-1.7764161,.065071873,-2.2111797,.43476367
"Altoona, WI",Oct 2008,Oct 2008_2,14051,129,12.29683,14.015799,11.804619,-1.7189684,.081226259,-2.2111797,.49221128
"Altoona, WI",Nov 2008,Nov 2008_2,14052,129,12.942306,14.5634,12.352221,-1.6210947,.070482329,-2.2111797,.59008497
"Altoona, WI",Dec 2008,Dec 2008_2,14053,129,11.725319,13.934542,11.723362,-2.209223,.066123441,-2.2111797,.0019567406
"Altoona, WI",Jan 2009,Jan 2009_2,14681,129,12.10257,14.597063,12.385883,-2.4944935,.063828781,-2.2111797,-.28331375
"Altoona, WI",Feb 2009,Feb 2009_2,14682,129,12.715054,14.411242,12.200063,-1.6961886,.058555633,-2.2111797,.51499116
"Altoona, WI",Mar 2009,Mar 2009_2,14683,129,11.885692,14.255629,12.044449,-2.3699372,.066363476,-2.2111797,-.15875752
"Amarillo Livestock Auction, TX",Jan 2002,Jan 2002_3,10356,50,15.071912,14.399433,14.49209,.67247891,.11496541,.092657492,.57982141
"Amarillo Livestock Auction, TX",Feb 2002,Feb 2002_3,10357,50,15.117017,14.405451,14.498109,.71156585,.092744365,.092657492,.61890835
"Amarillo Livestock Auction, TX",Mar 2002,Mar 2002_3,10358,50,15.732391,14.361025,14.453682,1.3713666,.097188123,.092657492,1.2787092
"Amarillo Livestock Auction, TX",Apr 2002,Apr 2002_3,10359,50,15.015228,14.008195,14.100852,1.0070337,.071955986,.092657492,.91437626
"Amarillo Livestock Auction, TX",May 2002,May 2002_3,10360,50,15.466032,13.654085,13.746743,1.8119466,.11214918,.092657492,1.7192892
"Amarillo Livestock Auction, TX",Jun 2002,Jun 2002_3,10361,50,15.487636,13.810036,13.902694,1.6775997,.095334753,.092657492,1.5849421
"Amarillo Livestock Auction, TX",Jul 2002,Jul 2002_3,10362,50,14.774917,13.453283,13.54594,1.3216333,.099718571,.092657492,1.2289759
"Amarillo Livestock Auction, TX",Aug 2002,Aug 2002_3,10363,50,15.040995,13.953267,14.045925,1.0877272,.10530496,.092657492,.99506974
"Amarillo Livestock Auction, TX",Sep 2002,Sep 2002_3,10364,50,14.664743,13.908683,14.00134,.75606066,.10159776,.092657492,.66340315
"Amarillo Livestock Auction, TX",Oct 2002,Oct 2002_3,10365,50,15.098634,14.095441,14.188098,1.0031933,.094700776,.092657492,.91053575
"Amarillo Livestock Auction, TX",Nov 2002,Nov 2002_3,10366,50,15.302525,14.336828,14.429486,.96569604,.074672677,.092657492,.87303853
"Amarillo Livestock Auction, TX",Dec 2002,Dec 2002_3,10367,50,14.71973,13.882778,13.975436,.83695173,.077309825,.092657492,.74429423
"Amarillo Livestock Auction, TX",Jan 2003,Jan 2003_3,10967,50,14.810257,14.28915,14.381807,.52110702,.087930255,.092657492,.42844954
"Amarillo Livestock Auction, TX",Feb 2003,Feb 2003_3,10968,50,14.924511,14.168501,14.261159,.7560097,.063236445,.092657492,.66335219
"Amarillo Livestock Auction, TX",Mar 2003,Mar 2003_3,10969,50,15.848572,14.26605,14.358707,1.5825218,.10654441,.092657492,1.4898643
"Amarillo Livestock Auction, TX",Apr 2003,Apr 2003_3,10970,50,15.445029,14.092812,14.185469,1.3522177,.062284365,.092657492,1.2595602
"Amarillo Livestock Auction, TX",May 2003,May 2003_3,10971,50,15.514655,13.78709,13.879747,1.7275649,.12384961,.092657492,1.6349075
"Amarillo Livestock Auction, TX",Jun 2003,Jun 2003_3,10972,50,14.837848,13.500713,13.593371,1.337134,.15763852,.092657492,1.2444766
"Amarillo Livestock Auction, TX",Jul 2003,Jul 2003_3,10973,50,14.536703,13.482743,13.5754,1.0539601,.15523541,.092657492,.96130258
"Amarillo Livestock Auction, TX",Aug 2003,Aug 2003_3,10974,50,15.204409,14.039182,14.131839,1.1652269,.073806986,.092657492,1.0725694
"Amarillo Livestock Auction, TX",Sep 2003,Sep 2003_3,9401,50,14.766765,14.156814,14.249472,.6099509,.059659287,.092657492,.51729339
"Amarillo Livestock Auction, TX",Oct 2003,Oct 2003_3,9402,50,15.392917,14.499648,14.592306,.89326841,.091530234,.092657492,.80061096
"Amarillo Livestock Auction, TX",Nov 2003,Nov 2003_3,9403,50,15.244169,14.683706,14.776364,.56046277,.066619501,.092657492,.46780527
"Amarillo Livestock Auction, TX",Dec 2003,Dec 2003_3,10975,50,14.775513,14.125141,14.217798,.65037197,.062120341,.092657492,.55771446
"Amarillo Livestock Auction, TX",Jan 2004,Jan 2004_3,9404,50,14.735809,14.469295,14.561953,.26651448,.069607206,.092657492,.17385699
"Amarillo Livestock Auction, TX",Feb 2004,Feb 2004_3,9405,50,14.857552,14.280251,14.372909,.57730067,.063169077,.092657492,.48464316
"Amarillo Livestock Auction, TX",Mar 2004,Mar 2004_3,9406,50,15.450548,14.325311,14.417969,1.1252372,.063930266,.092657492,1.0325797
"Amarillo Livestock Auction, TX",Apr 2004,Apr 2004_3,9407,50,14.916409,14.106112,14.19877,.81029707,.065229416,.092657492,.71763957
"Amarillo Livestock Auction, TX",May 2004,May 2004_3,9408,50,15.508412,14.322299,14.414956,1.1861134,.075803936,.092657492,1.0934559
"Amarillo Livestock Auction, TX",Jun 2004,Jun 2004_3,9409,50,15.316469,13.978432,14.07109,1.3380371,.086958952,.092657492,1.2453797
"Amarillo Livestock Auction, TX",Jul 2004,Jul 2004_3,9410,50,14.90859,14.12925,14.221908,.77934057,.09061271,.092657492,.68668306
"Amarillo Livestock Auction, TX",Aug 2004,Aug 2004_3,9411,50,14.750884,14.154049,14.246706,.59683526,.080248609,.092657492,.50417775
"Amarillo Livestock Auction, TX",Sep 2004,Sep 2004_3,9412,50,15.323466,14.240849,14.333507,1.0826173,.10170143,.092657492,.98995972
"Amarillo Livestock Auction, TX",Oct 2004,Oct 2004_3,9413,50,15.503879,14.8453,14.937957,.65857905,.077589281,.092657492,.5659216
"Amarillo Livestock Auction, TX",Nov 2004,Nov 2004_3,11576,50,14.782396,14.388404,14.481061,.39399269,.069928095,.092657492,.30133519
"Amarillo Livestock Auction, TX",Dec 2004,Dec 2004_3,9414,50,14.687952,14.351466,14.444123,.3364858,.075898975,.092657492,.24382831
"Amarillo Livestock Auction, TX",Jan 2005,Jan 2005_3,9415,50,14.79542,14.70097,14.793628,.094449595,.083819516,.092657492,.0017921015
"Amarillo Livestock Auction, TX",Feb 2005,Feb 2005_3,9416,50,14.613612,14.555341,14.647998,.05827152,.065392464,.092657492,-.034385975
"Amarillo Livestock Auction, TX",Mar 2005,Mar 2005_3,9417,50,15.373299,14.327198,14.419856,1.0461005,.080429561,.092657492,.95344293
"Amarillo Livestock Auction, TX",Apr 2005,Apr 2005_3,9418,50,15.209357,14.558163,14.65082,.65119457,.078417145,.092657492,.55853707
"Amarillo Livestock Auction, TX",May 2005,May 2005_3,9419,50,15.555835,14.090029,14.182686,1.4658062,.090912081,.092657492,1.3731487
"Amarillo Livestock Auction, TX",Jun 2005,Jun 2005_3,12132,50,15.127055,13.936419,14.029077,1.1906357,.11539999,.092657492,1.0979781
"Amarillo Livestock Auction, TX",Jul 2005,Jul 2005_3,9420,50,14.075579,13.842889,13.935546,.23269005,.1138095,.092657492,.14003256
"Amarillo Livestock Auction, TX",Aug 2005,Aug 2005_3,9421,50,13.902249,13.937108,14.029765,-.034858406,.082750343,.092657492,-.1275159
"Amarillo Livestock Auction, TX",Sep 2005,Sep 2005_3,9422,50,14.84373,14.234621,14.327278,.60910904,.066172488,.092657492,.51645154
"Amarillo Livestock Auction, TX",Oct 2005,Oct 2005_3,9423,50,15.584946,14.918645,15.011303,.66630036,.079680026,.092657492,.57364285
"Amarillo Livestock Auction, TX",Nov 2005,Nov 2005_3,9424,50,14.982042,14.710292,14.802949,.2717509,.068610728,.092657492,.17909341
"Amarillo Livestock Auction, TX",Dec 2005,Dec 2005_3,9425,50,14.817564,14.360744,14.453402,.4568195,.069996983,.092657492,.36416203
"Amarillo Livestock Auction, TX",Jan 2006,Jan 2006_3,9426,50,14.945165,14.896075,14.988732,.049089488,.069096439,.092657492,-.043568008
"Amarillo Livestock Auction, TX",Feb 2006,Feb 2006_3,9427,50,14.783051,14.536259,14.628916,.2467932,.064232327,.092657492,.15413569
"Amarillo Livestock Auction, TX",Mar 2006,Mar 2006_3,9428,50,14.984626,14.334698,14.427356,.64992762,.05556298,.092657492,.55727017
"Amarillo Livestock Auction, TX",Apr 2006,Apr 2006_3,12699,50,14.804982,14.487148,14.579805,.31783429,.059967957,.092657492,.22517678
"Amarillo Livestock Auction, TX",May 2006,May 2006_3,12700,50,14.686309,13.88293,13.975588,.80337876,.075754218,.092657492,.71072125
"Amarillo Livestock Auction, TX",Jun 2006,Jun 2006_3,9429,50,14.507382,14.023859,14.116516,.48352373,.072556332,.092657492,.39086622
"Amarillo Livestock Auction, TX",Jul 2006,Jul 2006_3,9430,50,14.288111,14.011741,14.104399,.27636978,.088369235,.092657492,.18371229
"Amarillo Livestock Auction, TX",Aug 2006,Aug 2006_3,9431,50,14.505891,14.121222,14.213881,.38466811,.07216648,.092657492,.29201061
"Amarillo Livestock Auction, TX",Sep 2006,Sep 2006_3,9432,50,14.807778,14.534062,14.626719,.27371591,.069451623,.092657492,.18105842
"Amarillo Livestock Auction, TX",Oct 2006,Oct 2006_3,9433,50,14.542048,14.480009,14.572667,.062038068,.073091194,.092657492,-.030619426
"Amarillo Livestock Auction, TX",Nov 2006,Nov 2006_3,9434,50,14.614445,14.383936,14.476593,.23050912,.073233254,.092657492,.13785163
"Amarillo Livestock Auction, TX",Dec 2006,Dec 2006_3,9435,50,13.754515,14.300859,14.393517,-.54634506,.070141926,.092657492,-.63900256
"Amarillo Livestock Auction, TX",Jan 2007,Jan 2007_3,9436,50,13.144696,14.253381,14.346039,-1.1086847,.08508759,.092657492,-1.2013422
"Amarillo Livestock Auction, TX",Feb 2007,Feb 2007_3,9437,50,14.352007,14.367949,14.460608,-.015942898,.06911584,.092657492,-.10860039
"Amarillo Livestock Auction, TX",Mar 2007,Mar 2007_3,9438,50,15.41887,14.646338,14.738996,.77253157,.057231251,.092657492,.67987406
"Amarillo Livestock Auction, TX",Apr 2007,Apr 2007_3,9439,50,14.772224,14.231583,14.32424,.54064196,.055740908,.092657492,.44798446
"Amarillo Livestock Auction, TX",May 2007,May 2007_3,9440,50,14.73028,13.972947,14.065604,.75733292,.075216576,.092657492,.66467547
"Amarillo Livestock Auction, TX",Jun 2007,Jun 2007_3,9441,50,14.953876,13.890429,13.983086,1.0634475,.099796169,.092657492,.97078997
"Amarillo Livestock Auction, TX",Jul 2007,Jul 2007_3,9442,50,14.682878,13.764979,13.857636,.91789949,.090284623,.092657492,.82524198
