locale,date,dateid,x,y,weight,predictions,predictions_u,residuals,stnderror,u,e
"Abilene, TX",Oct 2009,Oct 2009_0,14455,67,510.75751,87.410057,85.705544,2.124985,.53596753,-1.7045128,3.8294978
"Abilene, TX",Nov 2009,Nov 2009_0,14456,67,510.6272,89.143059,87.438545,-1.7738503,.42428803,-1.7045128,-.069337472
"Abilene, TX",Dec 2009,Dec 2009_0,14457,67,519.65631,89.411705,87.707191,-2.2898352,.5079174,-1.7045128,-.58532238
"Abilene, TX",Jan 2010,Jan 2010_0,14980,67,510.81741,93.475067,91.770554,-1.6503052,.40673736,-1.7045128,.054207761
"Abilene, TX",Feb 2010,Feb 2010_0,14981,67,511.80209,98.292656,96.588142,-4.1596704,.48525536,-1.7045128,-2.4551573
"Abilene, TX",Mar 2010,Mar 2010_0,14982,67,533.45221,103.94006,102.23554,-1.7509844,.59065145,-1.7045128,-.046471521
"Abilene, TX",Apr 2010,Apr 2010_0,14983,67,547.83539,110.25112,108.54661,-4.8872247,.45838711,-1.7045128,-3.1827116
"Abilene, TX",May 2010,May 2010_0,14984,67,555.23981,110.05445,108.34994,-3.1592195,.52037984,-1.7045128,-1.4547065
"Abilene, TX",Jun 2010,Jun 2010_0,14985,67,542.81598,106.75013,105.04562,-1.7588201,.48513651,-1.7045128,-.054307222
"Abilene, TX",Jul 2010,Jul 2010_0,14986,67,532.59772,109.45438,107.74986,-1.019908,.42954093,-1.7045128,.68460494
"Abilene, TX",Aug 2010,Aug 2010_0,14987,67,513.08917,110.72198,109.01747,-.42071071,.5313434,-1.7045128,1.2838022
"Abilene, TX",Sep 2010,Sep 2010_0,14988,67,516.11591,106.46273,104.75822,-.45969555,.52621454,-1.7045128,1.2448174
"Abilene, TX",Oct 2010,Oct 2010_0,14989,67,504.3519,103.82287,102.11835,-1.6955125,.68911511,-1.7045128,.0090003256
"Abilene, TX",Nov 2010,Nov 2010_0,14990,67,522.23523,106.44736,104.74285,-5.8922005,.52792424,-1.7045128,-4.1876874
"Abilene, TX",Dec 2010,Dec 2010_0,14991,67,504.5809,114.12051,112.41599,-7.7726421,.52805489,-1.7045128,-6.0681291
"Abilene, TX",Jan 2011,Jan 2011_0,15525,67,509.534,121.58157,119.87706,-4.1935797,.39582807,-1.7045128,-2.4890666
"Abilene, TX",Feb 2011,Feb 2011_0,15526,67,500.2092,124.85883,123.15431,-2.7019093,.57544518,-1.7045128,-.99739635
"Abilene, TX",Mar 2011,Mar 2011_0,15527,67,497.26151,130.42671,128.7222,1.2019637,.62562859,-1.7045128,2.9064765
"Abilene, TX",Apr 2011,Apr 2011_0,15528,67,500.29691,133.52661,131.8221,-1.2789322,.80789113,-1.7045128,.42558068
"Abilene, TX",May 2011,May 2011_0,15529,67,488.27081,125.6265,123.922,-.2467151,.66405618,-1.7045128,1.4577978
"Abilene, TX",Jun 2011,Jun 2011_0,15530,67,483.44089,122.4607,120.7562,-2.8356435,.88696402,-1.7045128,-1.1311306
"Abilene, TX",Jul 2011,Jul 2011_0,15531,67,454.4574,126.40771,124.7032,3.7761369,.94568318,-1.7045128,5.4806495
"Abilene, TX",Aug 2011,Aug 2011_0,15532,67,416.2601,123.51197,121.80746,3.2211952,.88449496,-1.7045128,4.9257083
"Abilene, TX",Sep 2011,Sep 2011_0,15533,67,427.82529,121.58051,119.876,.63380826,1.1853411,-1.7045128,2.3383212
"Altoona, WI",Oct 2007,Oct 2007_2,13491,129,527.79993,105.93837,89.956726,-17.28982,.8355459,-15.981648,-1.3081714
"Altoona, WI",Nov 2007,Nov 2007_2,13492,129,512.52228,101.47514,85.493492,-12.985735,.60508561,-15.981648,2.9959135
"Altoona, WI",Dec 2007,Dec 2007_2,13493,129,552.5257,100.89758,84.915932,-16.625633,.5533247,-15.981648,-.64398432
"Altoona, WI",Jan 2008,Jan 2008_2,14044,129,586.05127,95.349258,79.367615,-28.679178,.70786768,-15.981648,-12.697531
"Altoona, WI",Feb 2008,Feb 2008_2,14045,129,608.84589,101.98312,86.001472,-32.328178,.97322273,-15.981648,-16.346533
"Altoona, WI",Mar 2008,Mar 2008_2,14046,129,626.271,100.72862,84.746971,-24.26988,1.8273882,-15.981648,-8.2882318
"Altoona, WI",Apr 2008,Apr 2008_2,14047,129,563.16602,96.910233,80.928581,-25.644814,.54086596,-15.981648,-9.6631651
"Altoona, WI",Jul 2008,Jul 2008_2,14048,129,617.35651,101.75097,85.769325,-15.173015,.7158491,-15.981648,.80863339
"Altoona, WI",Aug 2008,Aug 2008_2,14049,129,653.3147,102.99193,87.010277,-13.35685,.57715547,-15.981648,2.624799
"Altoona, WI",Sep 2008,Sep 2008_2,14050,129,488.54761,100.96939,84.98774,-15.338752,.69088769,-15.981648,.64289629
"Altoona, WI",Oct 2008,Oct 2008_2,14051,129,524.5553,91.79245,75.810799,-11.349709,.73361766,-15.981648,4.6319399
"Altoona, WI",Nov 2008,Nov 2008_2,14052,129,522.45142,88.50309,72.521439,-8.8886013,.87199193,-15.981648,7.0930471
"Altoona, WI",Dec 2008,Dec 2008_2,14053,129,479.242,83.723,67.741348,-9.9973946,.68672365,-15.981648,5.9842534
"Altoona, WI",Jan 2009,Jan 2009_2,14681,129,533.56158,89.336723,73.35508,-9.9979944,.46558741,-15.981648,5.9836535
"Altoona, WI",Feb 2009,Feb 2009_2,14682,129,561.20343,89.864937,73.883293,-10.392131,.50803071,-15.981648,5.5895176
"Altoona, WI",Mar 2009,Mar 2009_2,14683,129,599.72968,91.734131,75.75248,-3.3886876,.48253065,-15.981648,12.59296
"Amarillo Livestock Auction, TX",Jan 2002,Jan 2002_3,10356,50,562.42322,85.550606,76.453377,-.62058342,.52838027,-9.097229,8.4766455
"Amarillo Livestock Auction, TX",Feb 2002,Feb 2002_3,10357,50,591.34119,86.490982,77.393753,-2.9978607,.60096461,-9.097229,6.0993681
"Amarillo Livestock Auction, TX",Mar 2002,Mar 2002_3,10358,50,618.08472,84.580803,75.483574,-3.4504833,.55364352,-9.097229,5.6467457
"Amarillo Livestock Auction, TX",Apr 2002,Apr 2002_3,10359,50,582.11182,81.752304,72.655075,-1.646065,.58685231,-9.097229,7.4511638
"Amarillo Livestock Auction, TX",May 2002,May 2002_3,10360,50,618.43372,79.78067,70.683441,-.54058373,.64976478,-9.097229,8.5566454
"Amarillo Livestock Auction, TX",Jun 2002,Jun 2002_3,10361,50,585.09161,77.214394,68.117165,.035757955,.7624166,-9.097229,9.132987
"Amarillo Livestock Auction, TX",Jul 2002,Jul 2002_3,10362,50,550.31891,79.927414,70.830185,-3.10572,.88485891,-9.097229,5.991509
"Amarillo Livestock Auction, TX",Aug 2002,Aug 2002_3,10363,50,557.8316,86.624107,77.526878,-7.9861312,4.0167017,-9.097229,1.1110981
"Amarillo Livestock Auction, TX",Sep 2002,Sep 2002_3,10364,50,508.20731,80.48674,71.389511,-.9123565,1.2932457,-9.097229,8.1848726
"Amarillo Livestock Auction, TX",Oct 2002,Oct 2002_3,10365,50,502.04861,78.390297,69.293068,1.3692722,.56865305,-9.097229,10.466501
"Amarillo Livestock Auction, TX",Nov 2002,Nov 2002_3,10366,50,500.59851,80.164642,71.067413,-.80090606,.77475584,-9.097229,8.2963228
"Amarillo Livestock Auction, TX",Dec 2002,Dec 2002_3,10367,50,517.98529,82.768295,73.671066,-1.6302149,.54964185,-9.097229,7.4670143
"Amarillo Livestock Auction, TX",Jan 2003,Jan 2003_3,10967,50,533.60663,82.215523,73.118294,-.97991735,.58128422,-9.097229,8.1173115
"Amarillo Livestock Auction, TX",Feb 2003,Feb 2003_3,10968,50,559.95081,80.766258,71.669029,-2.5129688,.59271425,-9.097229,6.58426
"Amarillo Livestock Auction, TX",Mar 2003,Mar 2003_3,10969,50,642.96698,80.484749,71.38752,-4.5406222,.65230316,-9.097229,4.5566068
"Amarillo Livestock Auction, TX",Apr 2003,Apr 2003_3,10970,50,612.51312,82.759644,73.662415,-5.0958056,.56459183,-9.097229,4.0014234
"Amarillo Livestock Auction, TX",May 2003,May 2003_3,10971,50,591.19531,84.140549,75.04332,-4.2648993,.54589331,-9.097229,4.8323298
"Amarillo Livestock Auction, TX",Jun 2003,Jun 2003_3,10972,50,530.14252,85.780853,76.683624,1.8993385,.61026269,-9.097229,10.996568
"Amarillo Livestock Auction, TX",Jul 2003,Jul 2003_3,10973,50,574.9809,88.849518,79.752289,.24906668,1.2740971,-9.097229,9.3462954
"Amarillo Livestock Auction, TX",Aug 2003,Aug 2003_3,10974,50,517.39801,90.845779,81.74855,.55930036,.64936399,-9.097229,9.6565294
"Amarillo Livestock Auction, TX",Sep 2003,Sep 2003_3,9401,50,515.42999,95.046501,85.949272,-3.3039796,.60416597,-9.097229,5.7932491
"Amarillo Livestock Auction, TX",Oct 2003,Oct 2003_3,9402,50,531.42218,97.465614,88.368385,-5.4519777,.61221212,-9.097229,3.6452515
"Amarillo Livestock Auction, TX",Nov 2003,Nov 2003_3,9403,50,518.80243,97.283035,88.185806,-3.8058267,.51076674,-9.097229,5.2914023
"Amarillo Livestock Auction, TX",Dec 2003,Dec 2003_3,10975,50,521.63239,98.583984,89.486755,-4.4183774,.6813274,-9.097229,4.6788516
"Amarillo Livestock Auction, TX",Jan 2004,Jan 2004_3,9404,50,596.79712,92.265213,83.167984,-4.9343672,.50507581,-9.097229,4.1628618
"Amarillo Livestock Auction, TX",Feb 2004,Feb 2004_3,9405,50,602.49762,92.334908,83.237679,-6.7353463,.6491226,-9.097229,2.3618827
"Amarillo Livestock Auction, TX",Mar 2004,Mar 2004_3,9406,50,599.2124,99.587013,90.489784,-4.2142658,1.426446,-9.097229,4.8829632
"Amarillo Livestock Auction, TX",Apr 2004,Apr 2004_3,9407,50,539.40613,100.1804,91.083176,.6407876,.56992304,-9.097229,9.7380161
"Amarillo Livestock Auction, TX",May 2004,May 2004_3,9408,50,606.81531,104.08963,94.992401,-2.5596044,.52692914,-9.097229,6.5376248
"Amarillo Livestock Auction, TX",Jun 2004,Jun 2004_3,9409,50,571.77039,110.24531,101.14808,1.2163365,.57201868,-9.097229,10.313565
"Amarillo Livestock Auction, TX",Jul 2004,Jul 2004_3,9410,50,525.21039,113.41899,104.32176,-3.5025663,.71291864,-9.097229,5.5946627
"Amarillo Livestock Auction, TX",Aug 2004,Aug 2004_3,9411,50,586.60217,115.50047,106.40324,-5.6663623,.84769583,-9.097229,3.430867
"Amarillo Livestock Auction, TX",Sep 2004,Sep 2004_3,9412,50,564.30658,112.40123,103.304,-7.4402676,.77374703,-9.097229,1.6569617
"Amarillo Livestock Auction, TX",Oct 2004,Oct 2004_3,9413,50,537.7099,109.63999,100.54276,-2.3879578,.4225615,-9.097229,6.7092714
"Amarillo Livestock Auction, TX",Nov 2004,Nov 2004_3,11576,50,520.48798,107.11066,98.013435,-2.2008841,.4713001,-9.097229,6.8963447
"Amarillo Livestock Auction, TX",Dec 2004,Dec 2004_3,9414,50,571.28461,105.84022,96.742989,-8.1411076,.6640054,-9.097229,.9561215
"Amarillo Livestock Auction, TX",Jan 2005,Jan 2005_3,9415,50,609.80658,107.01004,97.912811,-13.11471,.46032631,-9.097229,-4.0174809
"Amarillo Livestock Auction, TX",Feb 2005,Feb 2005_3,9416,50,601.57111,111.17308,102.07585,-8.943531,1.2861353,-9.097229,.15369833
"Amarillo Livestock Auction, TX",Mar 2005,Mar 2005_3,9417,50,643.01599,115.60642,106.50919,-13.766215,.83459431,-9.097229,-4.6689863
"Amarillo Livestock Auction, TX",Apr 2005,Apr 2005_3,9418,50,626.22412,120.25082,111.15359,-13.836954,.81389046,-9.097229,-4.7397251
"Amarillo Livestock Auction, TX",May 2005,May 2005_3,9419,50,675.90259,120.96403,111.8668,-16.193069,.98710018,-9.097229,-7.0958409
"Amarillo Livestock Auction, TX",Jun 2005,Jun 2005_3,12132,50,597.51178,117.50139,108.40416,-9.0090857,.75950736,-9.097229,.088143073
"Amarillo Livestock Auction, TX",Jul 2005,Jul 2005_3,9420,50,615.84692,111.70132,102.6041,-7.2334094,.66567904,-9.097229,1.8638195
"Amarillo Livestock Auction, TX",Aug 2005,Aug 2005_3,9421,50,601.09052,112.51078,103.41355,-9.6542473,.89759511,-9.097229,-.55701822
"Amarillo Livestock Auction, TX",Sep 2005,Sep 2005_3,9422,50,624.08508,116.043,106.94577,-7.5088253,.62745118,-9.097229,1.5884037
"Amarillo Livestock Auction, TX",Oct 2005,Oct 2005_3,9423,50,604.92462,118.04263,108.9454,-14.800283,.65707737,-9.097229,-5.7030544
"Amarillo Livestock Auction, TX",Nov 2005,Nov 2005_3,9424,50,557.84833,117.08904,107.99181,-12.647834,.53744775,-9.097229,-3.5506048
"Amarillo Livestock Auction, TX",Dec 2005,Dec 2005_3,9425,50,635.67969,117.52327,108.42604,-12.756234,.50529265,-9.097229,-3.6590054
"Amarillo Livestock Auction, TX",Jan 2006,Jan 2006_3,9426,50,570.91589,117.68306,108.58583,-1.2907765,.50483876,-9.097229,7.8064528
"Amarillo Livestock Auction, TX",Feb 2006,Feb 2006_3,9427,50,632.31,118.096,108.99877,-10.475921,.66700274,-9.097229,-1.3786916
"Amarillo Livestock Auction, TX",Mar 2006,Mar 2006_3,9428,50,633.11121,116.49013,107.3929,-13.853004,1.2843977,-9.097229,-4.7557759
"Amarillo Livestock Auction, TX",Apr 2006,Apr 2006_3,12699,50,633.22412,113.34198,104.24475,-15.556395,1.4925656,-9.097229,-6.4591656
"Amarillo Livestock Auction, TX",May 2006,May 2006_3,12700,50,633.46881,111.26244,102.16521,-8.2575874,.79084176,-9.097229,.83964175
"Amarillo Livestock Auction, TX",Jun 2006,Jun 2006_3,9429,50,598.27191,112.44048,103.34325,-8.3013573,.68661553,-9.097229,.79587185
"Amarillo Livestock Auction, TX",Jul 2006,Jul 2006_3,9430,50,537.27789,114.81149,105.71426,5.1932173,.71158427,-9.097229,14.290446
"Amarillo Livestock Auction, TX",Aug 2006,Aug 2006_3,9431,50,579.92902,117.30158,108.20435,-2.2022569,1.3447207,-9.097229,6.8949718
"Amarillo Livestock Auction, TX",Sep 2006,Sep 2006_3,9432,50,520.3465,118.29705,109.19982,-1.044251,.79211962,-9.097229,8.0529776
"Amarillo Livestock Auction, TX",Oct 2006,Oct 2006_3,9433,50,579.37543,110.43336,101.33614,-6.1927018,.52195829,-9.097229,2.9045272
"Amarillo Livestock Auction, TX",Nov 2006,Nov 2006_3,9434,50,550.85242,100.40074,91.303513,-4.0101714,.45875865,-9.097229,5.0870576
"Amarillo Livestock Auction, TX",Dec 2006,Dec 2006_3,9435,50,538.17242,98.217285,89.120056,3.2446792,.44326699,-9.097229,12.341908
"Amarillo Livestock Auction, TX",Jan 2007,Jan 2007_3,9436,50,590.763,96.923714,87.826485,-1.1850823,.53856206,-9.097229,7.9121466
